Bairro,Numero de quartos,Metros quadrados,Vagas de Garagem,Numero de Banheiros,Preço
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,48m²,1,1,R$ 170.000
"Londrina, Portal de Versalhes 1",2,51m²,1,1,R$ 210.000
"Londrina, Portal de Versalhes 1",1,38m²,1,1,R$ 160.000
"Londrina, Nossa Senhora de Lourdes",3,110m²,2,3,R$ 250.000
"Londrina, Gleba Ribeirão Limeiro",2,41m²,1,1,R$ 189.000
"Londrina, João Paz",3,99m²,2,1,R$ 180.000
"Londrina, Jardim Nações Unidas",1,40m²,1,1,R$ 140.000
"Londrina, Heimtal",2,45m²,1,1,R$ 205.000
"Londrina, Heimtal",2,45m²,1,1,R$ 205.000
"Cambé, Chácara Manella",2,43m²,1,1,R$ 220.000
"Londrina, Jardim Santa Cruz",2,50m²,1,1,R$ 130.000
"Londrina, Jardim das Américas",2,44m²,1,1,R$ 149.000
"Londrina, Conjunto Habitacional Mister Thomas",3,149m²,1,1,R$ 200.000
"Cambé, Jardim Santo Amaro",2,47m²,1,1,R$ 215.000
"Londrina, Parque Jamaica",3,70m²,1,1,R$ 170.000
"Londrina, Ideal",2,46m²,1,1,R$ 180.000
"Londrina, Conjunto Habitacional Jamile Dequech",2,90m²,1,1,R$ 130.000
"Londrina, Colúmbia",2,57m²,1,1,R$ 225.000
"Londrina, Vale dos Tucanos",3,64m²,1,1,R$ 190.000
"Londrina, Conjunto Habitacional Jamile Dequech",2,130m²,1,1,R$ 245.000
"Londrina, Alto da Colina",2,53m²,1,1,R$ 185.000
"Londrina, Igapó",3,50m²,1,2,R$ 200.000
"Londrina, Bela Vista",1,25m²,1,1,R$ 155.000
"Londrina, Cidade Industrial 2",2,46m²,1,1,R$ 165.000
"Apucarana, Núcleo Habitacional Papa João Paulo I",3,62m²,1,1,R$ 190.000
"Londrina, Jardim Maria Luiza",2,45m²,1,1,R$ 145.000
"Londrina, Brasília",2,46m²,1,1,R$ 186.000
"Londrina, Brasília",2,50m²,1,1,R$ 170.000
"Londrina, Jardim das Américas",2,44m²,1,1,R$ 149.000
"Cambé, Jardim Ana Eliza",2,38m²,1,1,R$ 110.000
"Londrina, Heimtal",2,48m²,1,1,R$ 220.000
"Londrina, Jardim Nações Unidas",2,45m²,1,1,R$ 219.000
"Londrina, Brasília",2,46m²,1,1,R$ 186.000
"Londrina, Brasília",2,50m²,1,1,R$ 170.000
"Londrina, Heimtal",3,52m²,1,1,R$ 230.000
"Londrina, Residencial Professora Madalena Cardoso",2,53m²,1,1,R$ 130.000
"Londrina, Jardim Morumbi",2,47m²,1,1,R$ 220.000
"Londrina, Jardim Morumbi",2,41m²,1,1,R$ 185.000
"Londrina, Cidade Industrial 2",2,59m²,1,1,R$ 120.000
Ibiporã,2,97m²,2,1,R$ 190.000
Ibiporã,2,112m²,3,1,R$ 230.000
Ibiporã,1,42m²,3,1,R$ 120.000
"Londrina, Ideal",2,45m²,1,1,R$ 180.000
"Londrina, Residencial Professora Madalena Cardoso",3,63m²,1,1,R$ 195.000
"Londrina, Jardim Maria Celina",2,48m²,1,1,R$ 180.000
"Londrina, Centro",1,29m²,1,1,R$ 235.000
"Cambé, Jardim Ecoville I",2,45m²,1,1,R$ 180.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,48m²,1,1,R$ 177.000
"Londrina, Nossa Senhora de Lourdes",2,55m²,1,2,R$ 200.000
"Londrina, Antares",3,56m²,1,1,R$ 250.000
"Londrina, Moradias do Cabo Frio",2,60m²,2,1,R$ 220.000
"Londrina, Gleba Ribeirão Limeiro",2,48m²,1,1,R$ 210.000
"Londrina, Jardim Morumbi",3,60m²,1,1,R$ 230.000
"Londrina, Colúmbia",3,105m²,5+,1,R$ 200.000
"Cambé, Jardim Ecoville I",2,45m²,1,1,R$ 190.000
"Londrina, Vila Filipin",2,48m²,1,1,R$ 179.000
"Londrina, Colinas",2,47m²,1,1,R$ 250.000
"Londrina, Colúmbia",2,50m²,1,1,R$ 215.000
"Londrina, Parque Residencial Porto Serguro 2",2,91m²,1,1,R$ 150.000
"Londrina, Igapó",2,69m²,1,2,R$ 215.000
"Londrina, Vitória Régia",3,61m²,1,1,R$ 180.000
"Londrina, Jardim Sérgio Antônio",2,44m²,1,1,R$ 170.000
"Londrina, Jardim das Palmeiras",2,68m²,1,1,R$ 245.000
"Londrina, Jardim Paris",2,70m²,1,1,R$ 202.000
"Londrina, Jardim Agari",2,45m²,1,1,R$ 165.000
"Londrina, Leonor",2,46m²,1,1,R$ 180.000
"Londrina, Alto da Colina",2,53m²,1,1,R$ 195.000
"Londrina, Colinas",2,44m²,1,1,R$ 200.000
"Londrina, Ideal",2,120m²,2,1,R$ 210.000
"Londrina, Nova Olinda",2,50m²,1,1,R$ 175.000
"Londrina, Jardim Nova Esperança",3,100m²,1,2,R$ 210.000
"Cambé, Conjunto Habitacional Collor de Melo",3,80m²,2,1,R$ 180.000
"Londrina, Tietê",2,55m²,1,1,R$ 145.000
"Londrina, Jardim Tókio",3,58m²,1,1,R$ 220.000
"Londrina, Moradias do Cabo Frio",3,154m²,2,1,R$ 250.000
"Cambé, Jardim Ecoville I",2,45m²,1,1,R$ 150.000
"Londrina, Ouro Verde",2,45m²,1,1,R$ 160.000
"Londrina, Jardim Maria Celina",2,47m²,1,1,R$ 180.000
"Londrina, Jardim São Paulo II",2,49m²,1,1,R$ 220.000
"Londrina, Ouro Verde",2,45m²,1,1,R$ 195.000
"Apucarana, Núcleo Habitacional José Mercadante",4,65m²,1,1,R$ 140.000
"Londrina, Vila Shimabokuro",1,41m²,1,1,R$ 160.000
"Londrina, Tietê",3,67m²,1,1,R$ 170.000
"Londrina, Ouro Verde",2,45m²,1,1,R$ 189.000
"Cambé, Chácara Manella",2,47m²,1,1,R$ 195.000
"Londrina, Conjunto Café",3,78m²,1,1,R$ 200.000
"Londrina, Jardim Jóquei Club",2,38m²,1,1,R$ 230.000
"Londrina, Jardim Maria Luiza",2,46m²,1,1,R$ 190.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,48m²,1,1,R$ 220.000
"Londrina, Vale dos Tucanos",3,69m²,1,1,R$ 190.000
"Londrina, Lagoa Dourada",3,47m²,1,1,R$ 160.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,46m²,1,1,R$ 174.500
"Londrina, Paraíso",2,44m²,1,1,R$ 170.000
"Londrina, Jardim Strass",2,51m²,1,1,R$ 105.000
"Londrina, Vila Ipiranga",1,55m²,1,1,R$ 220.000
"Londrina, Jardim Morumbi",3,57m²,1,1,R$ 235.000
"Londrina, Conjunto Habitacional Santiago II",2,47m²,1,1,R$ 200.000
"Londrina, Olímpico",2,55m²,1,1,R$ 250.000
"Londrina, Newton Guimarães",3,120m²,3,1,R$ 220.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,45m²,1,1,R$ 246.000
"Londrina, Ouro Verde",2,45m²,1,1,R$ 190.000
"Londrina, Parque Jamaica",2,46m²,1,1,R$ 155.000
"Londrina, Leonor",2,46m²,1,1,R$ 185.000
"Londrina, Bandeirantes",2,80m²,2,1,R$ 220.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,43m²,1,1,R$ 200.000
"Londrina, Jardim Santa Cruz",2,50m²,1,1,R$ 149.000
"Londrina, Parque Jamaica",3,52m²,1,1,R$ 150.000
"Londrina, Esperança",2,41m²,1,1,R$ 220.000
"Cambé, Centro",2,42m²,1,1,R$ 200.000
"Cambé, Jardim Nova Cambé",3,80m²,2,2,R$ 198.000
"Cambé, Chácara Manella",2,48m²,1,1,R$ 250.000
"Londrina, Colinas",2,41m²,1,1,R$ 185.000
"Londrina, Jardim Santa Cruz",2,44m²,1,1,R$ 125.000
"Londrina, Cidade Industrial 2",2,42m²,1,1,R$ 200.000
"Londrina, Jardim Ilha do Mel",2,70m²,1,1,R$ 190.000
"Londrina, Colinas",2,44m²,1,1,R$ 215.000
"Londrina, Vila Filipin",1,48m²,1,2,R$ 160.000
"Londrina, Jardim Maria Luiza",2,43m²,1,1,R$ 200.000
"Londrina, Gleba Ribeirão Limeiro",2,42m²,1,1,R$ 240.000
"Londrina, Cidade Industrial 2",2,40m²,1,1,R$ 240.000
"Londrina, San Fernando",2,52m²,1,1,R$ 160.000
"Londrina, Conjunto Habitacional Santiago II",2,53m²,1,2,R$ 223.700
"Londrina, Jardim Santa Cruz",2,44m²,1,1,R$ 128.000
"Londrina, Heimtal",2,55m²,1,1,R$ 160.000
"Londrina, Parque Jamaica",2,46m²,1,1,R$ 170.000
"Londrina, Centro",2,64m²,1,1,R$ 240.000
"Londrina, Vale dos Tucanos",2,56m²,1,1,R$ 250.000
"Londrina, São Pedro",2,49m²,1,1,R$ 150.000
"Londrina, Aquilles Sthengel",2,80m²,2,1,R$ 170.000
"Londrina, Eucaliptos",2,68m²,2,1,R$ 220.000
"Londrina, Vale de San Izidro",2,59m²,1,2,R$ 245.000
"Londrina, Jardim Nações Unidas",3,60m²,1,1,R$ 230.000
"Londrina, Paraíso",2,45m²,1,1,R$ 180.000
"Londrina, Nova Olinda",2,46m²,1,1,R$ 160.000
"Cambé, Chácara Manella",2,38m²,1,1,R$ 197.000
"Londrina, Jardim Imagawa",2,75m²,2,1,R$ 250.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,43m²,1,1,R$ 205.000
"Londrina, Paraíso",2,51m²,1,1,R$ 175.000
"Londrina, Conjunto Residencial Marajoara",2,70m²,2,1,R$ 230.000
"Londrina, Paraíso",2,51m²,1,1,R$ 160.000
"Londrina, Santa Izabel",2,48m²,1,1,R$ 190.000
"Londrina, Jardim Imagawa",2,54m²,1,1,R$ 120.000
"Londrina, Parque Jamaica",3,70m²,1,1,R$ 210.000
"Londrina, Ouro Verde",2,45m²,1,1,R$ 195.000
"Londrina, Vila Shimabokuro",2,58m²,1,1,R$ 140.000
"Londrina, Vila Ipiranga",2,54m²,1,1,R$ 250.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,46m²,1,1,R$ 210.000
"Londrina, Residencial Professora Madalena Cardoso",3,71m²,1,1,R$ 210.000
Ibiporã,2,73m²,1,1,R$ 225.000
"Londrina, Jardim Nova Esperança",2,90m²,2,1,R$ 180.000
"Londrina, São Pedro",2,49m²,1,1,R$ 180.000
Ibiporã,3,82m²,2,1,R$ 250.000
"Londrina, Cidade Industrial 2",2,55m²,2,1,R$ 225.000
"Londrina, Conjunto Residencial Marajoara",2,45m²,1,1,R$ 155.000
"Londrina, Vale dos Tucanos",3,52m²,1,1,R$ 175.000
"Cambé, Jardim Bela Itália",2,45m²,1,1,R$ 175.000
"Londrina, Conjunto Residencial Marajoara",2,47m²,1,1,R$ 150.000
"Londrina, Nova Olinda",2,45m²,1,1,R$ 115.000
"Apucarana, Vila Minas Gerais",2,50m²,1,1,R$ 250.000
"Apucarana, Jardim Apucarana",2,121m²,1,1,R$ 250.000
"Apucarana, Residencial Parque da Raposa III",3,62m²,1,1,R$ 180.000
"Apucarana, Residencial Interlagos",2,58m²,1,1,R$ 140.000
"Apucarana, Jardim Ponta Grossa",2,57m²,1,1,R$ 210.000
"Apucarana, Loteamento Residencial Villágio Di Roma",2,46m²,1,1,R$ 135.000
"Londrina, Brasília",2,60m²,1,1,R$ 230.000
"Londrina, Jardim Paris",2,89m²,2,1,R$ 200.000
Ibiporã,3,61m²,1,1,R$ 180.000
"Londrina, Carnascialli",3,70m²,1,1,R$ 230.000
"Londrina, Jardim Império do Sol",3,65m²,1,1,R$ 180.000
"Londrina, Conjunto Café",3,75m²,1,1,R$ 200.000
"Cambé, Novo Bandeirantes",3,300m²,1,1,R$ 200.000
"Cambé, Jardim Cidade Alta",2,70m²,1,1,R$ 249.000
"Londrina, Parque Residencial Michael Licha",2,69m²,2,1,R$ 245.000
"Rolândia, Manoel Müller",3,70m²,2,1,R$ 230.000
"Londrina, Conjunto Farid Libos",2,200m²,2,1,R$ 191.000
"Cambé, Jardim Vitória",2,70m²,2,2,R$ 250.000
"Londrina, Brasília",2,60m²,1,1,R$ 230.000
"Londrina, Brasília",2,68m²,1,1,R$ 245.000
Ibiporã,2,72m²,1,1,R$ 210.000
"Londrina, Brasília",2,54m²,1,1,R$ 150.000
"Londrina, Residencial Professora Marieta",2,90m²,2,2,R$ 250.000
"Londrina, Brasília",2,68m²,1,1,R$ 245.000
"Londrina, Brasília",2,54m²,1,1,R$ 150.000
"Londrina, Colinas",2,44m²,1,1,R$ 205.000
"Londrina, Jardim Tókio",3,58m²,1,2,R$ 230.000
"Londrina, Conjunto Habitacional José Garcia Molina",2,45m²,1,1,R$ 125.000
"Londrina, Jardim das Américas",3,58m²,1,1,R$ 230.000
Ibiporã,2,76m²,2,1,R$ 245.000
"Londrina, Jardim Maria Celina",2,47m²,1,1,R$ 134.000
"Londrina, Jardim Maria Luiza",2,45m²,1,1,R$ 175.000
"Londrina, Jardim Vilas Boas",2,50m²,1,1,R$ 175.000
"Londrina, Jardim Indianápolis",3,63m²,2,1,R$ 250.000
"Londrina, Parque Jamaica",3,70m²,1,1,R$ 199.000
"Londrina, Centro",3,66m²,1,2,R$ 240.000
"Londrina, Tarobá",3,98m²,3,2,R$ 245.000
"Londrina, Cidade Industrial 2",2,43m²,1,1,R$ 195.000
"Cambé, Vila Salomé",2,45m²,1,1,R$ 200.000
"Londrina, Jardim Sabará",2,43m²,1,1,R$ 210.000
"Londrina, Luiz de Sá",3,50m²,3,1,R$ 190.000
"Londrina, Parque Jamaica",3,70m²,1,1,R$ 199.790
"Londrina, Jardim Imagawa",2,45m²,1,1,R$ 130.000
"Londrina, Jardim Palermo",2,60m²,1,2,R$ 245.000
"Londrina, Cidade Industrial 2",2,44m²,1,1,R$ 159.000
"Apucarana, Núcleo Habitacional Michel Soni",2,70m²,1,1,R$ 115.000
"Apucarana, Núcleo Habitacional Papa João Paulo I",3,90m²,1,1,R$ 205.000
"Londrina, Jacomo Violin",2,80m²,2,1,R$ 130.000
"Londrina, Centro",3,70m²,1,1,R$ 200.000
"Londrina, Cidade Industrial 2",2,41m²,1,1,R$ 185.000
"Londrina, Centro",3,63m²,1,1,R$ 250.000
"Londrina, Gleba Ribeirão Limeiro",2,41m²,1,1,R$ 250.000
Jandaia do Sul,3,100m²,1,1,R$ 220.000
"Londrina, Nova Olinda",2,47m²,1,1,R$ 160.000
"Londrina, Jardim Jóquei Club",2,48m²,1,1,R$ 185.000
"Londrina, Heimtal",2,48m²,2,2,R$ 160.000
"Londrina, Centro",1,35m²,1,1,R$ 170.000
"Londrina, Parigot de Souza 2",3,98m²,1,2,R$ 155.000
"Londrina, Parque Residencial Michael Licha",3,80m²,1,1,R$ 230.000
"Londrina, Jardim Maria Luiza",2,45m²,1,1,R$ 180.000
"Londrina, Aeroporto",3,60m²,1,1,R$ 185.000
"Londrina, Perobinha",2,45m²,1,1,R$ 85.000
"Londrina, Parque Jamaica",2,41m²,1,1,R$ 155.000
"Londrina, Conjunto Residencial Marajoara",2,45m²,1,1,R$ 155.000
"Londrina, Olímpico",2,47m²,1,1,R$ 210.000
"Londrina, Parque Residencial Liberdade",2,60m²,1,1,R$ 159.900
"Londrina, Vale dos Tucanos",1,36m²,1,1,R$ 140.000
"Londrina, Jardim Tókio",2,109m²,1,1,R$ 220.000
"Cambé, Jardim Ecoville I",2,45m²,1,1,R$ 177.000
"Londrina, Brasília",2,62m²,1,1,R$ 175.000
"Londrina, Brasília",2,45m²,1,1,R$ 207.000
"Londrina, Brasília",2,92m²,2,2,R$ 190.000
"Londrina, Ideal",2,46m²,1,1,R$ 195.000
"Londrina, Lagoa Dourada",2,40m²,1,1,R$ 130.000
"Londrina, Brasília",2,45m²,1,1,R$ 207.000
"Londrina, Brasília",2,62m²,1,1,R$ 175.000
"Londrina, Brasília",2,92m²,2,2,R$ 190.000
"Londrina, Conjunto Santa Rita 6",2,70m²,2,1,R$ 220.000
"Londrina, Alto da Colina",1,37m²,1,1,R$ 130.000
"Londrina, Colinas",2,54m²,1,1,R$ 235.000
"Londrina, Waldemar Hauer",2,100m²,2,1,R$ 250.000
"Londrina, Parque Jamaica",2,40m²,1,1,R$ 130.000
"Londrina, Jardim Jóquei Club",2,53m²,1,1,R$ 165.000
"Londrina, Jardim Maria Celina",2,52m²,1,1,R$ 200.000
"Londrina, Vale dos Tucanos",3,64m²,1,1,R$ 200.000
"Londrina, Jardim das Américas",3,55m²,1,1,R$ 155.000
"Londrina, Jardim Nações Unidas",2,48m²,1,1,R$ 190.000
"Londrina, Nossa Senhora de Lourdes",2,45m²,1,1,R$ 250.000
"Londrina, Andrade",2,65m²,1,1,R$ 249.230
"Arapongas, Residencial Tereza Morciani Bononi",2,75m²,1,1,R$ 250.000
"Londrina, Jardim Moema",2,62m²,2,1,R$ 245.000
"Londrina, Progresso",2,116m²,1,1,R$ 180.000
"Londrina, Nova Olinda",2,46m²,1,1,R$ 125.000
"Londrina, Jardim Maria Luiza",2,38m²,1,1,R$ 179.900
"Londrina, Vila Ipiranga",1,38m²,1,1,R$ 160.000
"Londrina, Brasília",2,43m²,1,1,R$ 181.000
"Londrina, Brasília",2,43m²,1,1,R$ 181.000
"Londrina, Brasília",2,48m²,1,1,R$ 233.000
"Cambé, Jardim Ecoville I",2,45m²,1,1,R$ 177.000
"Londrina, Brasília",2,43m²,1,1,R$ 149.000
Ibiporã,3,168m²,2,3,R$ 250.000
"Londrina, Alto da Colina",2,39m²,1,1,R$ 195.000
"Londrina, Panorama",3,109m²,1,2,R$ 240.000
"Cambé, Jardim Ecoville I",2,45m²,1,1,R$ 177.000
"Londrina, Brasília",2,43m²,1,1,R$ 149.000
"Londrina, Brasília",2,48m²,1,1,R$ 233.000
"Londrina, Antares",3,78m²,1,1,R$ 240.000
"Londrina, Taliana",2,47m²,1,1,R$ 165.000
"Londrina, Vale dos Tucanos",2,44m²,1,1,R$ 210.000
"Londrina, Colinas",2,44m²,1,1,R$ 220.000
"Londrina, Cidade Industrial 2",2,45m²,1,1,R$ 190.000
"Londrina, Colinas",2,41m²,1,1,R$ 180.000
"Londrina, São Pedro",2,45m²,1,1,R$ 180.000
"Londrina, Jardim Santa Cruz",3,58m²,1,1,R$ 170.000
"Londrina, Ideal",2,45m²,1,1,R$ 180.000
"Londrina, Jardim Santa Cruz",3,57m²,1,1,R$ 160.000
"Londrina, Ideal",2,45m²,1,1,R$ 180.000
"Londrina, Conjunto Semiramis Barros Braga",3,130m²,2,1,R$ 230.000
"Arapongas, Loteamento Metropolitam",2,53m²,1,1,R$ 200.000
"Cambé, Centro",2,47m²,1,1,R$ 160.000
"Londrina, Conjunto Habitacional Jamile Dequech",3,95m²,2,2,R$ 160.000
"Londrina, Colinas",2,44m²,1,1,R$ 185.000
"Londrina, Gleba Ribeirão Limeiro",2,43m²,1,1,R$ 185.000
"Londrina, Residencial Professora Madalena Cardoso",3,63m²,1,1,R$ 185.000
"Londrina, Panorama",2,42m²,1,1,R$ 150.000
"Londrina, Jardim Honda 2",2,66m²,1,1,R$ 230.000
"Londrina, Jardim Nova Esperança",2,73m²,1,1,R$ 139.000
"Londrina, Vila Penteriche",3,84m²,1,2,R$ 235.000
"Londrina, Jardim Nova Esperança",2,80m²,2,2,R$ 180.000
"Londrina, Jardim das Américas",2,44m²,1,1,R$ 149.000
"Cambé, Jardim Bela Suiça",2,45m²,1,1,R$ 150.000
"Londrina, Roseira",2,70m²,4,1,R$ 250.000
"Londrina, Jardim Europa",3,67m²,1,1,R$ 200.000
"Londrina, Vale dos Tucanos",3,64m²,1,1,R$ 235.000
"Londrina, Gleba Ribeirão Limeiro",2,44m²,1,1,R$ 215.000
"Londrina, Antares",3,70m²,1,1,R$ 245.000
"Londrina, Jardim Palermo",2,61m²,1,1,R$ 185.000
"Londrina, Alto da Boa Vista",3,68m²,1,1,R$ 250.000
"Londrina, Gleba Ribeirão Limeiro",2,44m²,1,1,R$ 215.000
"Londrina, Gleba Ribeirão Limeiro",2,44m²,1,1,R$ 189.000
"Londrina, Gleba Ribeirão Limeiro",2,44m²,1,1,R$ 189.000
"Londrina, Jardim Jóquei Club",2,45m²,1,1,R$ 180.000
"Londrina, Jardim Tókio",4,148m²,2,3,R$ 240.000
"Londrina, Alto da Boa Vista",1,40m²,4,1,R$ 130.000
"Londrina, Jardim Bandeirantes",2,54m²,1,1,R$ 178.000
"Londrina, Jardim Kase",2,70m²,2,1,R$ 220.000
"Londrina, Colúmbia",2,90m²,2,1,R$ 250.000
"Londrina, Centro",3,92m²,1,2,R$ 250.000
"Londrina, Vila Casoni",3,83m²,1,1,R$ 170.000
"Londrina, Conjunto Habitacional José Garcia Molina",2,49m²,1,1,R$ 185.000
"Londrina, Vale dos Tucanos",3,61m²,1,1,R$ 170.000
"Cambé, Jardim Ana Eliza",2,39m²,1,1,R$ 155.000
"Londrina, Vila Filipin",2,48m²,1,1,R$ 195.000
"Londrina, Vale dos Tucanos",3,56m²,1,1,R$ 170.000
"Londrina, Nova Olinda",2,52m²,1,1,R$ 135.000
Jaguapitã,2,70m²,1,1,R$ 114.234
"Cambé, Jardim Ana Eliza",2,46m²,1,1,R$ 92.445
"Arapongas, Conjunto Flamingos",2,120m²,2,1,R$ 235.000
"Londrina, Conjunto Habitacional José Garcia Molina",2,45m²,1,1,R$ 139.000
"Londrina, Vila Filipin",2,49m²,2,2,R$ 190.000
"Cambé, Jardim Ana Eliza",2,38m²,1,1,R$ 145.000
"Cambé, Chácara Manella",2,47m²,1,1,R$ 195.000
"Londrina, Centro",2,70m²,1,1,R$ 245.000
"Londrina, Jardim das Américas",2,59m²,1,1,R$ 190.000
"Londrina, Andrade",3,56m²,1,1,R$ 198.000
"Londrina, Parque Jamaica",2,47m²,1,1,R$ 216.000
"Londrina, Coliseu",2,45m²,1,1,R$ 169.000
"Londrina, Jardim São Paulo II",2,48m²,1,1,R$ 175.000
"Londrina, Jardim Bandeirantes",2,62m²,1,1,R$ 175.000
"Arapongas, Vila Passos",3,64m²,1,1,R$ 190.000
"Cambé, Jardim Santo Amaro",2,45m²,1,1,R$ 250.000
"Londrina, Brasília",1,75m²,5+,1,R$ 182.000
"Londrina, Jardim Maria Luiza",2,43m²,1,1,R$ 140.000
"Londrina, Esperança",2,43m²,1,1,R$ 245.000
"Londrina, Brasília",1,75m²,5+,1,R$ 182.000
"Cambé, Jardim Ana Eliza",2,45m²,1,1,R$ 158.000
"Londrina, Centro",1,37m²,1,1,R$ 160.000
Carlópolis,3,116m²,2,4,R$ 80.000
"Londrina, Jardim Nações Unidas",3,56m²,1,1,R$ 170.000
"Cambé, Jardim Vitória",2,54m²,2,1,R$ 245.000
"Londrina, Amaro",3,67m²,1,2,R$ 250.000
"Londrina, Jardim Imagawa",2,80m²,1,2,R$ 170.000
"Londrina, Jardim Maria Celina",2,45m²,1,1,R$ 110.000
"Cambé, Jardim Vitória",2,54m²,2,1,R$ 245.000
"Londrina, Jardim Europa",3,68m²,1,2,R$ 220.000
"Londrina, Gleba Ribeirão Limeiro",2,43m²,1,1,R$ 200.000
"Londrina, Hedy",2,240m²,1,1,R$ 250.000
"Londrina, São Vicente",3,63m²,1,1,R$ 250.000
"Londrina, Vila Filipin",2,60m²,1,1,R$ 210.000
"Arapongas, Residencial Tereza Morciani Bononi",2,70m²,1,1,R$ 175.000
"Londrina, Parque Jamaica",2,47m²,1,1,R$ 170.000
"Cambé, Chácara Manella",2,47m²,1,1,R$ 186.000
"Londrina, Brasília",2,44m²,1,1,R$ 145.000
"Londrina, Brasília",2,42m²,1,1,R$ 185.000
"Londrina, Brasília",2,44m²,1,1,R$ 145.000
"Londrina, Brasília",2,42m²,1,1,R$ 185.000
"Cambé, Chácara Manella",2,47m²,1,1,R$ 186.000
"Londrina, Parque Jamaica",2,41m²,1,1,R$ 160.000
"Londrina, Vila Filipin",2,50m²,1,1,R$ 200.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,44m²,1,1,R$ 185.000
"Londrina, Gleba Ribeirão Limeiro",2,42m²,1,1,R$ 195.000
"Londrina, Jardim Morumbi",2,46m²,1,1,R$ 150.000
"Londrina, Brasília",2,42m²,1,1,R$ 250.000
"Londrina, Brasília",1,42m²,1,1,R$ 170.000
"Londrina, Brasília",2,42m²,1,1,R$ 250.000
"Londrina, Brasília",1,42m²,1,1,R$ 170.000
"Londrina, Industrial",3,59m²,1,1,R$ 200.000
"Londrina, Vila Penteriche",3,84m²,1,1,R$ 235.000
"Londrina, Jardim Paris",2,80m²,1,1,R$ 215.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,41m²,1,1,R$ 175.000
"Londrina, San Fernando",3,60m²,1,1,R$ 130.000
"Londrina, Centro",1,24m²,1,1,R$ 250.000
"Londrina, Jardim Vilas Boas",2,58m²,1,1,R$ 240.000
"Londrina, Vila Shimabokuro",3,130m²,1,2,R$ 250.000
"Cambé, Jardim Bela Itália",3,70m²,1,1,R$ 250.000
"Londrina, Parque Jamaica",2,44m²,1,1,R$ 135.000
"Arapongas, Conjunto Tropical",3,86m²,1,1,R$ 158.000
"Londrina, Jardim Santa Cruz",3,58m²,1,1,R$ 155.000
"Cambé, Jardim Ana Eliza",2,38m²,1,1,R$ 140.000
"Londrina, Jardim Imagawa",2,77m²,1,1,R$ 250.000
"Londrina, San Fernando",3,300m²,1,1,R$ 220.000
"Londrina, Portal de Versalhes 1",2,55m²,1,1,R$ 230.000
"Londrina, Portal de Versalhes 1",1,50m²,1,1,R$ 180.000
"Londrina, Portal de Versalhes 1",1,50m²,1,1,R$ 180.000
"Londrina, Conjunto Café",3,62m²,1,1,R$ 200.000
"Cambé, Chácara Manella",2,47m²,1,1,R$ 220.000
"Londrina, Conjunto Habitacional Jesualdo Garcia Pessoa",3,108m²,3,1,R$ 190.000
"Arapongas, Jardim Vale das Perobas IV",2,50m²,1,1,R$ 210.000
"Arapongas, Jardim Vale das Perobas IV",2,50m²,1,1,R$ 210.000
Assaí,2,247m²,1,1,R$ 68.225
"Londrina, Jardim Arapongas",3,110m²,2,2,R$ 250.000
"Londrina, Colúmbia",2,65m²,2,1,R$ 240.000
"Londrina, Parque Jamaica",2,48m²,1,1,R$ 153.700
"Londrina, Jardim Agari",3,65m²,1,1,R$ 159.900
"Londrina, Conjunto Habitacional Jamile Dequech",2,43m²,1,1,R$ 200.000
"Londrina, Gleba Ribeirão Limeiro",2,44m²,1,1,R$ 189.000
"Londrina, Conjunto Habitacional Doutor Farid Libos",2,48m²,1,1,R$ 190.000
"Londrina, Gleba Ribeirão Limeiro",1,43m²,1,1,R$ 215.000
"Londrina, Conjunto Residencial Marajoara",2,45m²,1,1,R$ 150.000
"Londrina, Jardim Morumbi",2,41m²,1,1,R$ 170.000
"Londrina, Gleba Ribeirão Limeiro",2,44m²,1,1,R$ 230.000
"Londrina, Jardim América",2,57m²,1,1,R$ 245.000
"Londrina, Jardim Colúmbia D",2,58m²,1,1,R$ 250.000
"Londrina, Portal de Versalhes 1",2,55m²,1,1,R$ 230.000
"Londrina, Portal de Versalhes 1",1,50m²,1,1,R$ 180.000
"Londrina, Portal de Versalhes 1",1,50m²,1,1,R$ 170.000
"Londrina, Portal de Versalhes 1",2,55m²,1,1,R$ 230.000
"Londrina, Jardim Colúmbia D",2,58m²,1,1,R$ 250.000
Florestópolis,2,139m²,1,1,R$ 62.856
"Londrina, Jardim Nações Unidas",2,45m²,1,1,R$ 190.000
"Londrina, Jardim Colúmbia D",2,59m²,1,1,R$ 250.000
"Londrina, Jardim Paris",2,75m²,1,1,R$ 220.000
"Londrina, Califórnia",3,110m²,2,1,R$ 220.000
"Londrina, Jardim Colúmbia D",2,59m²,1,1,R$ 250.000
"Londrina, Conjunto Semiramis Barros Braga",2,110m²,1,2,R$ 140.000
