Bairro,Numero de quartos,Metros quadrados,Vagas de Garagem,Numero de Banheiros,Preço
"Londrina, Gleba Fazenda Palhano",3,78m²,2,2,R$ 580.000
"Londrina, Vale dos Tucanos",3,85m²,2,3,R$ 600.000
"Londrina, Jardim Pérola",3,174m²,2,3,R$ 580.000
"Londrina, Califórnia",5+,122m²,4,3,R$ 480.000
"Arapongas, Jardim Novo Horizonte",3,146m²,4,2,R$ 430.000
"Londrina, Gleba Fazenda Palhano",2,54m²,1,1,R$ 430.000
"Londrina, Gleba Fazenda Palhano",1,58m²,1,2,R$ 640.000
"Londrina, Colúmbia",3,134m²,2,3,R$ 450.000
"Londrina, Jardim Portal dos Pioneiros",3,77m²,2,2,R$ 420.000
"Londrina, Califórnia",3,84m²,1,2,R$ 500.000
Bandeirantes,3,217m²,1,1,R$ 580.000
"Londrina, Jardim Maria Luiza",3,180m²,2,4,R$ 510.000
"Londrina, Gleba Fazenda Palhano",2,78m²,2,2,R$ 565.000
"Londrina, Jardim Vale do Cedro",3,160m²,2,2,R$ 585.000
"Londrina, Vale dos Tucanos",3,77m²,2,2,R$ 540.000
"Londrina, San Fernando",3,100m²,3,2,R$ 650.000
"Londrina, Centro",3,138m²,2,1,R$ 650.000
"Londrina, Coliseu",3,150m²,3,1,R$ 580.000
"Londrina, Bandeirantes",3,190m²,5+,2,R$ 550.000
"Londrina, Jardim Tarumã",3,157m²,2,3,R$ 550.000
"Londrina, Jardim Planalto",4,197m²,2,3,R$ 600.000
"Londrina, Jardim Higienópolis",3,203m²,2,3,R$ 550.000
"Londrina, Gleba Fazenda Palhano",3,75m²,1,2,R$ 615.000
"Londrina, Esperança",3,155m²,1,1,R$ 530.000
Ibiporã,2,63m²,1,1,R$ 450.000
"Londrina, Jardim Palermo",3,127m²,1,3,R$ 480.000
"Londrina, Vila Larsen 1",1,59m²,1,2,R$ 520.000
"Apucarana, Centro",3,86m²,2,2,R$ 541.179
"Apucarana, Centro",3,137m²,1,2,R$ 450.000
"Londrina, Vila Siam",2,71m²,1,1,R$ 560.000
"Londrina, Califórnia",2,213m²,1,1,R$ 500.000
"Londrina, Vila Ipiranga",3,86m²,1,1,R$ 420.000
"Londrina, Bandeirantes",3,80m²,2,2,R$ 430.000
Ibiporã,3,110m²,4,2,R$ 560.000
"Londrina, Gleba Fazenda Palhano",2,72m²,1,2,R$ 495.000
"Londrina, Jardim Shangri-la A",2,67m²,1,2,R$ 405.000
"Londrina, Bandeirantes",3,80m²,2,2,R$ 425.000
"Londrina, Bela Suiça",2,70m²,2,2,R$ 480.000
"Londrina, Industrial",2,402m²,5+,2,R$ 530.000
"Londrina, Colúmbia",3,100m²,2,2,R$ 455.500
"Londrina, Colúmbia",3,100m²,2,2,R$ 453.000
"Londrina, Colúmbia",3,100m²,2,2,R$ 455.000
"Londrina, Colúmbia",3,100m²,2,2,R$ 454.000
"Londrina, Colúmbia",3,100m²,2,2,R$ 453.000
"Londrina, Colúmbia",3,100m²,2,2,R$ 454.000
"Londrina, Gleba Fazenda Palhano",3,68m²,2,1,R$ 430.000
"Londrina, Gleba Fazenda Palhano",3,69m²,2,2,R$ 495.000
"Londrina, Jardim Higienópolis",3,72m²,2,1,R$ 530.000
"Apucarana, Jardim Aclimação",3,149m²,2,3,R$ 570.000
"Londrina, Shangri-lá",3,121m²,3,1,R$ 427.500
"Londrina, Gleba Fazenda Palhano",3,68m²,2,2,R$ 495.000
"Londrina, Jardim Flórida",3,142m²,3,1,R$ 480.000
"Londrina, Jardim Pérola",2,91m²,1,1,R$ 450.000
"Londrina, Centro",3,65m²,1,2,R$ 450.000
"Londrina, Centro",3,71m²,1,2,R$ 580.000
"Londrina, Gleba Simon Frazer",3,88m²,2,1,R$ 420.000
"Londrina, Jardim Presidente",3,180m²,4,2,R$ 620.000
"Londrina, Antares",3,142m²,1,1,R$ 600.000
"Arapongas, Vila Nova",3,112m²,1,2,R$ 450.000
"Londrina, Residencial Abussafe",3,118m²,2,2,R$ 550.000
"Londrina, Jardim Portal de Itamaracá",3,117m²,2,2,R$ 610.000
"Londrina, Heimtal",3,90m²,2,1,R$ 535.000
"Londrina, Jardim Portal de Itamaracá",3,117m²,2,2,R$ 610.000
"Londrina, Terra Bonita",3,67m²,1,2,R$ 445.000
"Londrina, Centro",3,106m²,1,1,R$ 439.000
"Londrina, São Pedro",3,106m²,2,2,R$ 480.000
"Londrina, Ouro Verde",3,120m²,1,1,R$ 430.000
"Londrina, Centro",3,112m²,1,1,R$ 500.000
"Londrina, Jardim Planalto",4,193m²,2,2,R$ 550.000
"Londrina, Jardim Ilha do Mel",4,188m²,5+,2,R$ 650.000
"Londrina, Terra Bonita",2,63m²,1,2,R$ 450.000
"Londrina, Terra Bonita",3,73m²,1,2,R$ 530.000
"Londrina, Pacaembu",3,220m²,3,1,R$ 600.000
"Londrina, Parque Residencial Joaquim Toledo Piza",4,160m²,2,2,R$ 480.000
"Cambé, Jardim Ecoville I",3,83m²,2,2,R$ 599.000
"Londrina, Aurora",2,50m²,1,1,R$ 450.000
"Londrina, Lagoa Dourada",3,140m²,1,2,R$ 590.000
"Londrina, Esperança",3,130m²,1,2,R$ 530.000
"Londrina, Jardim Higienópolis",3,71m²,2,2,R$ 515.000
"Londrina, Centro",3,65m²,1,2,R$ 450.000
"Londrina, Califórnia",3,110m²,3,2,R$ 450.000
"Londrina, Centro",3,164m²,1,2,R$ 450.000
"Londrina, Aurora",2,63m²,1,2,R$ 450.000
"Londrina, Parque Jamaica",2,61m²,1,2,R$ 430.000
"Londrina, Parque Jamaica",3,71m²,1,2,R$ 489.000
"Arapongas, Centro",3,180m²,1,1,R$ 630.000
"Londrina, Conjunto Santa Rita 6",3,150m²,5+,3,R$ 599.000
"Londrina, Centro",3,65m²,1,2,R$ 460.000
"Londrina, Jardim Tabapuã",4,184m²,4,1,R$ 650.000
"Londrina, Judith",3,84m²,1,2,R$ 650.000
"Londrina, Andrade",3,72m²,1,2,R$ 520.000
"Londrina, Residencial Portal de Piza",3,151m²,1,1,R$ 480.000
"Cambé, Jardim São Paulo",3,92m²,2,1,R$ 490.000
"Londrina, Jardim Shangri-la A",2,67m²,1,1,R$ 615.000
"Londrina, Residencial Abussafe",3,118m²,2,2,R$ 550.000
"Cambé, Residencial Golden Park",3,80m²,2,1,R$ 435.000
"Londrina, Centro",3,122m²,1,3,R$ 440.000
"Londrina, San Remo",3,152m²,2,2,R$ 550.000
"Londrina, Bela Suiça",2,70m²,2,2,R$ 550.000
"Londrina, Vila Casoni",2,120m²,1,1,R$ 500.000
"Londrina, Gleba Fazenda Palhano",3,79m²,2,2,R$ 595.000
"Londrina, Santa Rosa",2,69m²,2,2,R$ 589.000
"Londrina, San Remo",3,141m²,2,3,R$ 450.000
"Londrina, Maria Lúcia",3,148m²,3,2,R$ 490.000
"Londrina, Jardim Roveri",3,85m²,1,2,R$ 550.000
"Londrina, Interlagos",3,110m²,3,1,R$ 620.000
"Londrina, Caravelle",3,158m²,2,2,R$ 450.000
"Londrina, Hedy",2,65m²,5+,1,R$ 420.000
"Londrina, Terra Bonita",2,61m²,2,2,R$ 518.000
"Londrina, Bela Suiça",4,102m²,2,2,R$ 645.000
"Londrina, Jardim Sabará",3,91m²,2,2,R$ 600.000
"Londrina, Centro",3,70m²,2,2,R$ 650.000
"Londrina, Centro",3,138m²,2,3,R$ 650.000
"Londrina, Jardim Maria Luiza",3,113m²,2,2,R$ 489.950
"Londrina, Bela Suiça",2,70m²,2,2,R$ 580.000
Ibiporã,3,122m²,2,2,R$ 430.000
"Londrina, Centro",2,78m²,1,2,R$ 420.000
"Londrina, Parque Jamaica",2,72m²,1,2,R$ 550.000
"Londrina, Heimtal",2,148m²,2,3,R$ 605.000
"Londrina, Jardim Nova Londrina",3,90m²,3,2,R$ 420.000
"Londrina, Jardim Higienópolis",3,109m²,1,3,R$ 510.000
"Londrina, Centro",3,74m²,1,2,R$ 565.000
"Londrina, Jardim Pérola",3,212m²,3,4,R$ 580.000
"Londrina, Centro",3,106m²,1,3,R$ 480.000
"Londrina, Califórnia",3,174m²,3,3,R$ 590.000
"Londrina, Residencial José B Almeida",3,151m²,2,2,R$ 450.000
"Londrina, Gleba Fazenda Palhano",3,75m²,2,2,R$ 629.000
"Londrina, Jardim Morumbi",2,150m²,2,2,R$ 550.000
"Londrina, Conceição",3,87m²,1,2,R$ 449.000
"Londrina, Centro",3,114m²,2,3,R$ 480.000
"Londrina, Vivendas do Arvoredo",2,54m²,1,1,R$ 450.000
"Cambé, Jardim Bela Suiça",3,90m²,2,2,R$ 540.000
"Londrina, Aurora",3,69m²,1,2,R$ 500.000
"Londrina, Gávea",3,220m²,4,3,R$ 480.000
"Londrina, Colúmbia",3,86m²,2,2,R$ 450.000
"Londrina, Maria Lúcia",3,135m²,2,2,R$ 410.000
"Londrina, Colúmbia",3,86m²,2,2,R$ 450.000
"Londrina, Jardim Continental",2,130m²,2,2,R$ 440.000
"Londrina, Jardim Esperança",3,132m²,2,2,R$ 430.000
"Londrina, Gleba Fazenda Palhano",3,76m²,1,1,R$ 610.000
"Londrina, Jardim Oscavo Santos",3,104m²,2,2,R$ 580.000
"Londrina, Gleba Fazenda Palhano",3,68m²,1,2,R$ 440.000
"Londrina, Esperança",3,130m²,2,2,R$ 600.000
"Londrina, Centro",3,92m²,2,2,R$ 445.000
"Londrina, Jardim dos Estados",4,180m²,3,3,R$ 636.000
"Londrina, Residencial José Lázaro Gouvea",3,69m²,1,2,R$ 550.000
"Londrina, Jardim Shangri-la A",2,67m²,1,2,R$ 575.000
"Londrina, Conjunto Habitacional Órion",3,150m²,4,2,R$ 600.000
"Londrina, Jardim Continental",2,130m²,3,3,R$ 440.000
"Londrina, Jardim Império do Sol",3,127m²,2,2,R$ 495.000
"Londrina, Alpes",4,178m²,2,2,R$ 630.000
"Londrina, Conjunto Habitacional Santiago II",4,80m²,2,2,R$ 480.000
"Londrina, Bandeirantes",3,80m²,2,2,R$ 430.000
"Londrina, Centro",3,98m²,1,2,R$ 530.000
"Londrina, Shangri-lá",1,106m²,3,2,R$ 460.000
"Londrina, Centro",3,247m²,1,3,R$ 560.000
"Londrina, Parque Leblon",3,180m²,2,2,R$ 520.000
"Londrina, Jardim Agari",3,220m²,3,3,R$ 600.000
"Londrina, Centro",3,99m²,1,3,R$ 530.000
"Londrina, Colúmbia",3,126m²,2,3,R$ 490.000
"Londrina, Centro",3,74m²,1,2,R$ 560.000
"Londrina, Centro",3,76m²,1,2,R$ 560.000
"Londrina, Centro",3,168m²,2,2,R$ 630.000
"Cambé, Jardim Ecoville I",3,88m²,2,2,R$ 569.000
"Londrina, Bela Suiça",2,70m²,2,2,R$ 550.000
"Londrina, Gleba Fazenda Palhano",3,69m²,2,2,R$ 440.000
"Londrina, Jardim Santa Alice",3,156m²,2,4,R$ 530.000
"Londrina, Gleba Fazenda Palhano",2,54m²,1,1,R$ 446.000
"Londrina, Ouro Branco",3,154m²,2,1,R$ 480.000
"Londrina, Centro",3,102m²,1,3,R$ 550.000
"Londrina, Jardim São Tomás",3,61m²,4,1,R$ 447.000
"Londrina, Jardim Shangri-la A",3,68m²,1,2,R$ 459.000
"Londrina, Gleba Fazenda Palhano",3,79m²,2,2,R$ 599.000
"Londrina, Gleba Fazenda Palhano",2,63m²,1,1,R$ 615.000
"Londrina, Centro",3,65m²,1,2,R$ 465.000
"Londrina, Andrade",3,72m²,1,2,R$ 580.000
"Londrina, Jardim Sérgio Antônio",4,110m²,5+,3,R$ 449.000
"Londrina, Bandeirantes",3,80m²,2,2,R$ 425.000
"Londrina, Monte Belo",3,280m²,4,3,R$ 650.000
"Londrina, Bandeirantes",3,80m²,2,2,R$ 424.000
"Londrina, Gleba Fazenda Palhano",3,75m²,1,2,R$ 598.000
"Londrina, Vitória",3,69m²,1,2,R$ 490.000
"Londrina, Jardim Shangri-la A",3,67m²,1,2,R$ 498.000
"Londrina, Terra Bonita",2,71m²,1,2,R$ 650.000
"Londrina, Califórnia",3,188m²,5+,1,R$ 480.000
"Londrina, Parque Residencial Joaquim Toledo Piza",3,110m²,1,1,R$ 640.000
"Londrina, Jardim Tókio",3,129m²,2,1,R$ 410.000
"Londrina, Conjunto Habitacional Alexandre Urbanas",3,104m²,3,1,R$ 450.000
"Londrina, Centro",3,82m²,1,3,R$ 430.000
"Londrina, Bela Suiça",3,87m²,2,2,R$ 590.000
"Londrina, Bela Suiça",4,102m²,2,4,R$ 650.000
"Londrina, Jardim Graziela",3,85m²,1,2,R$ 450.000
"Londrina, Jardim Graziela",3,85m²,1,2,R$ 450.000
"Londrina, Bandeirantes",3,80m²,2,2,R$ 425.000
"Londrina, Vila Ipiranga",2,65m²,1,2,R$ 465.000
"Londrina, Bandeirantes",3,80m²,2,2,R$ 422.000
"Londrina, Centro",3,123m²,2,3,R$ 520.000
"Londrina, Aurora",3,69m²,1,2,R$ 450.000
"Londrina, Terra Bonita",3,70m²,1,2,R$ 470.000
"Londrina, Terra Bonita",2,70m²,1,2,R$ 549.000
"Londrina, Arpoador",4,312m²,1,1,R$ 500.000
"Londrina, Jardim Graziela",3,100m²,2,2,R$ 450.000
"Londrina, Messiânico",3,139m²,2,1,R$ 490.000
Ibiporã,3,82m²,2,2,R$ 450.000
"Londrina, Gleba Fazenda Palhano",1,52m²,1,2,R$ 589.000
"Londrina, Gleba Fazenda Palhano",3,79m²,1,1,R$ 595.000
"Londrina, Jardim Portal de Itamaracá",3,138m²,2,2,R$ 610.000
"Londrina, Centro",2,64m²,1,2,R$ 460.000
"Londrina, Aeroporto",3,578m²,2,1,R$ 600.000
"Apucarana, Jardim Presidente Kennedy",4,216m²,4,5+,R$ 550.000
Ibiporã,3,187m²,1,2,R$ 650.000
"Londrina, Maria Lúcia",3,130m²,4,1,R$ 410.000
"Londrina, Vivendas do Arvoredo",3,70m²,2,2,R$ 630.000
"Londrina, Centro",3,92m²,2,2,R$ 445.000
"Londrina, Centro",1,51m²,1,1,R$ 460.000
"Londrina, Jardim Planalto",3,178m²,2,3,R$ 450.000
"Londrina, Aurora",2,55m²,1,2,R$ 455.800
"Londrina, Marabá",3,220m²,4,3,R$ 500.000
"Londrina, Jardim Oriente",3,200m²,2,3,R$ 550.000
"Londrina, Aurora",3,70m²,1,2,R$ 480.000
"Londrina, Centro",1,51m²,1,1,R$ 480.000
"Londrina, Campo Belo",3,346m²,2,3,R$ 585.000
"Londrina, Jardim Alvorada",3,150m²,2,2,R$ 650.000
"Londrina, Jardim Palermo",3,127m²,1,2,R$ 480.000
"Londrina, Colúmbia",3,134m²,2,3,R$ 450.000
"Londrina, Jardim ltaparica",3,140m²,3,2,R$ 495.000
"Londrina, Novo Antares",3,150m²,5+,2,R$ 550.000
"Londrina, Rodocentro",3,137m²,2,2,R$ 650.000
"Londrina, Guanabara Parque Boulevard",3,84m²,1,2,R$ 585.000
"Londrina, Jardim Alto do Cafezal",3,110m²,2,2,R$ 475.000
"Londrina, Alto da Boa Vista",3,150m²,1,1,R$ 450.000
"Londrina, Jardim Maria Luiza",3,180m²,2,3,R$ 450.000
"Londrina, Gleba Fazenda Palhano",3,68m²,1,2,R$ 450.000
"Londrina, Centro",2,64m²,1,2,R$ 420.000
"Londrina, Jardim Presidente",3,229m²,1,1,R$ 550.000
"Londrina, Jardim Morumbi",3,64m²,1,2,R$ 440.000
"Londrina, Centro",3,90m²,1,3,R$ 520.000
"Londrina, Jardim Portal de Itamaracá",3,117m²,2,2,R$ 610.000
"Arapongas, Vila São João",3,150m²,2,3,R$ 630.000
"Londrina, Jardim Maria Luiza",3,141m²,2,3,R$ 450.000
"Londrina, Centro",3,76m²,1,2,R$ 560.000
"Londrina, Conjunto Habitacional Alexandre Urbanas",3,170m²,2,3,R$ 550.000
"Londrina, Santa Rosa",2,69m²,1,2,R$ 595.000
"Londrina, Vila Brasil",2,54m²,1,1,R$ 410.000
"Londrina, Bela Suiça",2,69m²,1,1,R$ 550.000
"Londrina, Jardim Higienópolis",2,138m²,3,1,R$ 550.000
"Londrina, Terra Bonita",3,73m²,1,2,R$ 485.000
"Londrina, Gleba Fazenda Palhano",3,79m²,2,2,R$ 630.000
"Londrina, Parque Residencial Michael Licha",3,70m²,2,2,R$ 420.000
"Apucarana, Vila São José",3,137m²,1,2,R$ 450.000
"Londrina, Gleba Fazenda Palhano",2,54m²,2,1,R$ 430.000
"Londrina, São Vicente",3,65m²,1,1,R$ 457.600
"Londrina, Gleba Fazenda Palhano",2,65m²,1,1,R$ 590.000
"Londrina, Jardim Ilha do Mel",3,293m²,5+,2,R$ 650.000
"Londrina, Centro",3,109m²,1,2,R$ 440.000
"Londrina, Gleba Fazenda Palhano",3,73m²,1,2,R$ 550.000
"Londrina, Gleba Fazenda Palhano",3,77m²,1,2,R$ 550.000
"Londrina, Santa Rosa",3,77m²,2,2,R$ 636.000
"Londrina, Leonor",3,81m²,2,3,R$ 495.000
"Londrina, Jardim Portal de Itamaracá",3,117m²,2,3,R$ 610.000
"Londrina, Gleba Fazenda Palhano",3,68m²,1,2,R$ 500.000
"Cambé, Loteamento Morada das Flores",3,88m²,2,2,R$ 549.000
"Londrina, Jardim Agari",1,56m²,1,2,R$ 470.000
"Londrina, Vila Siam",3,69m²,1,1,R$ 525.000
"Apucarana, Centro",3,110m²,1,2,R$ 640.000
"Londrina, Conjunto Professora Hilda Mandarino",4,175m²,2,3,R$ 590.000
"Londrina, Aurora",3,69m²,1,2,R$ 430.000
"Londrina, Centro",2,54m²,1,1,R$ 420.000
"Londrina, Terra Bonita",3,73m²,1,1,R$ 525.000
"Londrina, Marumbi",3,155m²,2,1,R$ 447.000
"Londrina, Gleba Fazenda Palhano",3,77m²,2,2,R$ 600.000
"Londrina, Vila Ipiranga",2,80m²,1,2,R$ 640.000
"Londrina, Gleba Fazenda Palhano",2,67m²,1,2,R$ 550.000
"Arapongas, Jardim Santa Alice",3,180m²,4,3,R$ 580.000
"Londrina, Bandeirantes",3,144m²,2,1,R$ 500.000
"Londrina, Centro",2,64m²,1,2,R$ 485.000
"Londrina, Terra Bonita",2,70m²,1,2,R$ 620.000
"Londrina, Gleba Fazenda Palhano",3,79m²,2,2,R$ 580.000
"Londrina, Centro",3,117m²,1,3,R$ 480.000
"Londrina, Bela Suiça",2,88m²,2,2,R$ 590.000
"Londrina, Boa Vista",2,124m²,5+,2,R$ 420.000
"Londrina, Jardim Império do Sol",2,124m²,2,2,R$ 500.000
"Londrina, Jardim Agari",2,56m²,1,2,R$ 480.000
"Londrina, Champagnat",3,58m²,1,1,R$ 419.000
"Londrina, Champagnat",3,58m²,2,1,R$ 449.000
"Londrina, Jardim Higienópolis",4,127m²,2,2,R$ 575.000
"Arapongas, Conjunto Novo Centauro",3,126m²,1,2,R$ 520.000
"Londrina, Gleba Fazenda Palhano",3,68m²,1,2,R$ 430.000
"Londrina, Lagoa Dourada",3,104m²,1,1,R$ 630.000
"Londrina, Heimtal",2,147m²,1,2,R$ 615.000
"Londrina, Residencial Veneza",3,200m²,3,2,R$ 420.000
"Londrina, Alto da Boa Vista",3,180m²,2,1,R$ 430.000
"Londrina, Champagnat",3,139m²,2,2,R$ 450.000
"Londrina, Jardim Agari",3,220m²,2,2,R$ 610.000
"Londrina, Centro",3,64m²,1,2,R$ 420.000
"Londrina, Gleba Fazenda Palhano",3,76m²,1,2,R$ 610.000
"Londrina, Centro",2,57m²,1,2,R$ 460.000
"Londrina, Aurora",3,69m²,1,2,R$ 448.000
"Londrina, Jardim Belo Horizonte",3,81m²,1,2,R$ 450.000
"Londrina, Centro",2,57m²,2,2,R$ 420.000
"Londrina, Centro",3,70m²,2,2,R$ 600.000
"Londrina, Cafezal",4,98m²,4,2,R$ 420.000
"Londrina, Aurora",3,64m²,1,2,R$ 448.000
"Londrina, Alpes",3,226m²,4,2,R$ 600.000
"Londrina, Gleba Fazenda Palhano",3,69m²,1,2,R$ 500.000
"Londrina, Conjunto Habitacional Santiago II",3,110m²,2,2,R$ 460.000
"Londrina, Bandeirantes",3,80m²,2,2,R$ 425.000
"Londrina, Jardim Delta",3,157m²,2,3,R$ 530.000
"Londrina, Centro",1,52m²,1,1,R$ 460.000
"Londrina, Bela Suiça",4,124m²,2,2,R$ 635.000
"Londrina, Colúmbia",2,150m²,4,2,R$ 550.000
"Londrina, Conjunto Habitacional Santiago II",3,120m²,2,1,R$ 430.000
"Londrina, Terra Bonita",3,69m²,2,2,R$ 580.000
"Londrina, Jardim das Américas",3,90m²,2,2,R$ 480.000
"Cambé, Centro",3,126m²,1,4,R$ 600.000
"Londrina, Gleba Fazenda Palhano",3,75m²,1,2,R$ 579.000
"Londrina, Bandeirantes",1,80m²,2,2,R$ 425.000
"Londrina, Terra Bonita",3,73m²,2,2,R$ 585.000
"Londrina, Parque das Indústrias",3,276m²,1,1,R$ 500.000
"Londrina, Centro",3,98m²,1,2,R$ 550.000
"Londrina, Conjunto Habitacional José Garcia Molina",3,200m²,1,4,R$ 590.000
"Londrina, Gleba Fazenda Palhano",3,68m²,1,2,R$ 500.000
"Londrina, Gleba Fazenda Palhano",2,75m²,1,2,R$ 650.000
"Londrina, Colúmbia",2,114m²,2,2,R$ 450.000
"Londrina, Gleba Fazenda Palhano",3,79m²,2,2,R$ 570.000
"Londrina, Gleba Fazenda Palhano",3,75m²,1,2,R$ 580.000
"Cambé, Loteamento Morada das Flores",3,80m²,2,2,R$ 630.000
"Londrina, Jardim Império do Sol",3,106m²,2,3,R$ 475.000
"Londrina, Centro",3,90m²,1,1,R$ 480.000
"Londrina, Gleba Fazenda Palhano",2,67m²,1,2,R$ 499.000
"Londrina, Terra Bonita",3,63m²,1,2,R$ 475.000
"Londrina, Aurora",3,71m²,1,2,R$ 520.000
"Londrina, Loteamento Chamonix",3,80m²,2,1,R$ 436.000
"Londrina, Aurora",3,69m²,1,2,R$ 480.000
"Londrina, Chácaras Mussahiro",3,100m²,1,1,R$ 620.000
"Londrina, Jardim Sabará",3,148m²,2,2,R$ 539.000
"Apucarana, Barra Funda",2,101m²,1,2,R$ 590.000
"Londrina, Jardim Tarumã",3,130m²,2,3,R$ 595.000
"Londrina, Colúmbia",3,98m²,2,2,R$ 455.000
"Londrina, Jardim Yoshikawa",3,220m²,4,2,R$ 520.000
"Londrina, Vale dos Tucanos",3,86m²,2,2,R$ 595.000
"Londrina, Gleba Fazenda Palhano",2,54m²,1,2,R$ 450.000
"Londrina, Centro",3,106m²,2,5+,R$ 580.000
"Londrina, Terra Bonita",3,69m²,1,2,R$ 495.000
"Londrina, Aurora",3,71m²,1,2,R$ 540.000
"Londrina, Cafezal",2,140m²,2,2,R$ 470.000
"Londrina, Centro",3,90m²,1,3,R$ 445.000
"Apucarana, Centro",2,84m²,1,2,R$ 450.000
"Londrina, Heimtal",3,100m²,2,2,R$ 540.000
"Londrina, Veraliz",3,168m²,1,2,R$ 470.000
"Londrina, Alpes",3,140m²,2,4,R$ 450.000
"Londrina, Antares",3,86m²,1,2,R$ 630.000
"Londrina, Terra Bonita",3,66m²,2,1,R$ 420.000
"Cambé, Centro",2,69m²,1,2,R$ 440.000
"Londrina, São Pedro",3,251m²,2,2,R$ 650.000
"Londrina, Gleba Fazenda Palhano",1,45m²,1,1,R$ 535.000
"Londrina, Centro",3,65m²,1,2,R$ 429.000
"Londrina, Heimtal",3,80m²,2,1,R$ 530.000
"Londrina, Industrial",2,89m²,1,2,R$ 520.000
"Londrina, Gleba Fazenda Palhano",2,54m²,1,1,R$ 450.000
"Londrina, Centro",3,90m²,2,2,R$ 445.000
"Londrina, Centro",3,90m²,1,2,R$ 450.000
"Londrina, Parque Residencial Michael Licha",3,161m²,4,3,R$ 650.000
"Cambé, Jardim do Café 2",3,84m²,1,2,R$ 475.000
"Londrina, Aurora",2,50m²,1,1,R$ 445.000
"Londrina, Centro",3,133m²,1,3,R$ 458.000
"Londrina, Centro",1,54m²,1,2,R$ 460.000
"Londrina, Jardim Shangri-la A",3,67m²,1,1,R$ 490.000
"Londrina, Brasília",4,102m²,1,2,R$ 460.000
"Londrina, Residencial José Lázaro Gouvea",3,69m²,1,2,R$ 520.000
"Londrina, Jardim Alto do Cafezal",3,130m²,2,1,R$ 475.000
"Londrina, Terra Bonita",3,66m²,2,2,R$ 420.000
"Londrina, Centro",3,75m²,1,1,R$ 580.000
"Londrina, Boa Vista",2,124m²,4,2,R$ 415.000
"Londrina, Terra Bonita",2,63m²,2,2,R$ 460.000
"Londrina, Centro",3,130m²,2,2,R$ 650.000
"Londrina, Terra Bonita",2,69m²,2,2,R$ 580.000
"Londrina, Residencial Abussafe",1,84m²,2,2,R$ 437.000
"Londrina, Residencial Portal do Sol",1,90m²,2,2,R$ 436.000
"Londrina, Centro",3,100m²,1,3,R$ 430.000
"Londrina, Vila Penteriche",3,85m²,1,2,R$ 427.000
"Londrina, Aurora",2,64m²,2,2,R$ 480.000
"Londrina, Maria Lúcia",3,140m²,2,1,R$ 450.000
"Londrina, Shangri-lá",3,106m²,2,3,R$ 460.000
"Londrina, Jardim América",3,67m²,1,2,R$ 480.000
"Londrina, Ouro Verde",3,115m²,2,2,R$ 410.000
"Londrina, Jardim Ilha do Mel",4,188m²,5+,2,R$ 650.000
"Londrina, Vila Larsen 1",3,213m²,2,4,R$ 550.000
"Apucarana, Centro",3,80m²,1,1,R$ 450.000
"Londrina, Gleba Fazenda Palhano",3,68m²,1,2,R$ 450.000
Ibiporã,3,115m²,2,1,R$ 650.000
"Londrina, Vila Larsen 1",5+,300m²,2,3,R$ 580.000
"Londrina, Vila Larsen 1",3,157m²,2,4,R$ 650.000
"Londrina, Califórnia",3,191m²,4,3,R$ 650.000
"Londrina, Vila Casoni",3,128m²,3,1,R$ 410.000
"Londrina, Guanabara Parque Boulevard",3,81m²,1,2,R$ 590.000
"Londrina, Bandeirantes",3,80m²,2,2,R$ 430.000
"Londrina, Jardim do Sol",4,181m²,2,2,R$ 480.000
"Londrina, Jardim Alvorada",3,275m²,2,2,R$ 450.000
"Londrina, Gleba Fazenda Palhano",2,70m²,1,2,R$ 640.000
"Londrina, Santa Mônica",5+,200m²,4,2,R$ 550.000
"Londrina, Santa Rosa",2,78m²,2,2,R$ 649.000
"Londrina, Terra Bonita",3,73m²,1,1,R$ 450.000
"Londrina, Jardim Esperança",3,160m²,1,1,R$ 430.000
"Londrina, Centro",1,92m²,2,2,R$ 474.000
"Londrina, Residencial José Lázaro Gouvea",1,79m²,2,2,R$ 540.000
"Londrina, Centro",1,123m²,2,3,R$ 532.000
"Londrina, Colúmbia",1,84m²,2,2,R$ 480.000
"Londrina, Coliseu",3,79m²,1,2,R$ 410.000
"Londrina, Centro",3,178m²,2,4,R$ 650.000
"Apucarana, Jardim Vale do Sol",3,176m²,2,1,R$ 598.000
"Londrina, Ideal",5+,200m²,2,2,R$ 490.000
"Londrina, Santa Rita 1",3,119m²,3,3,R$ 500.000
"Londrina, Aurora",3,70m²,1,2,R$ 450.000
"Londrina, Centro",2,56m²,1,2,R$ 445.000
"Londrina, Jardim Monte Sinai",3,136m²,4,3,R$ 580.000
"Londrina, Centro",3,141m²,2,2,R$ 580.000
"Londrina, Jardim Agari",3,124m²,2,3,R$ 650.000
"Londrina, Centro",3,122m²,2,3,R$ 550.000
"Londrina, Jardim Shangri-la A",3,67m²,1,2,R$ 580.000
"Londrina, Gleba Fazenda Palhano",3,115m²,2,1,R$ 620.000
"Londrina, Marumbi",3,145m²,1,1,R$ 480.000
"Londrina, Gleba Fazenda Palhano",1,52m²,1,2,R$ 560.000
"Londrina, Gleba Fazenda Palhano",3,78m²,1,2,R$ 585.000
"Londrina, Gleba Fazenda Palhano",2,62m²,1,2,R$ 620.000
"Londrina, Aurora",3,75m²,2,2,R$ 590.000
