Bairro,Numero de quartos,Metros quadrados,Vagas de Garagem,Numero de Banheiros,Preço
Chácaras Pietraróia,3,310,3,3,550000
Jardim São Paulo II,2,48,1,1,225000
Coliseu,3,150,3,1,580000
Vale dos Tucanos,2,55,1,2,230000
Brasília,3,81,2,2,435000
Caiçaras,4,718,5,5,4700000
Gleba Fazenda Palhano,3,233,2,4,2734000
Bandeirantes,3,144,2,1,500000
Vila Nova,2,54,1,2,270000
Brasília,3,173,3,2,425000
Ricardo,3,190,2,3,495000
Jardim Higienópolis,1,47,1,1,180000
Nova Olinda,3,80,1,1,380000
Parque Residencial Joaquim Toledo Piza,5,450,5,5,1600000
Centro,3,90,1,1,600000
Parque Jamaica,2,60,1,2,430000
Colinas,3,88,1,2,350000
Vale dos Tucanos,2,128,1,1,350000
Gleba Ribeirão Limeiro,2,49,1,1,270000
Residencial José Lázaro Gouvea,3,300,2,5,2800000
Centro,3,120,1,3,550000
Conjunto Habitacional Doutor Farid Libos,2,45,1,1,210000
Santa Rosa,3,108,2,3,1280000
Campo Belo,3,180,2,4,585000
Centro,4,228,2,5,1695000
Jardim Belém,2,59,1,1,250000
Centro,5,152,2,4,530000
Leonor,3,81,2,3,495000
Coliseu,3,150,2,2,450000
Jardim Santa Alice,3,166,2,4,850000
Centro,4,405,3,4,1980000
Centro,3,117,1,3,480000
Conjunto Farid Libos,3,119,3,3,260000
Gleba Fazenda Palhano,3,130,2,4,1150000
Jardim Guararapes,3,175,2,2,550000
Jardim Morumbi,3,170,2,3,640000
Centro,3,90,1,1,445000
Jardim Delta,3,116,1,2,345000
Vale dos Tucanos,1,56,1,2,229000
Vale de San Izidro,3,73,1,2,225000
Gleba Fazenda Palhano,3,110,2,2,1060000
Brasília,3,98,2,2,480000
Centro,3,138,1,3,595000
Industrial,3,59,1,1,190000
Brasília,5,500,1,5,3990000
Terra Bonita,3,71,1,2,459999
Conjunto Café,2,80,1,2,310000
Conjunto Habitacional Doutor Farid Libos,2,62,1,1,200000
Centro,3,76,1,2,560000
Califórnia,2,213,1,1,500000
Centro,4,163,2,5,950000
Gleba Fazenda Palhano,3,167,2,5,1950000
Condomínio Royal Golf Residence,4,731,4,5,15000000
Terra Bonita,3,70,1,1,570000
Brasília,3,75,1,1,328000
Luiz de Sá,3,50,3,1,190000
Santa Mônica,3,145,3,3,690000
Ouro Verde,2,45,1,1,190000
Gleba Fazenda Palhano,3,91,2,3,850000
Vila Casoni,2,54,1,1,190000
Guanabara Parque Boulevard,3,104,2,2,1100000
Jardim Maria Celina,2,55,1,1,100000
Brasília,3,87,2,2,370000
Gleba Fazenda Palhano,3,173,2,5,1980000
Ideal,2,55,1,1,200000
Jardim Morumbi,2,56,1,2,188000
Gleba Fazenda Palhano,2,58,1,2,670000
Jardim Colúmbia D,2,70,1,1,310000
Gleba Fazenda Palhano,2,78,1,1,756000
Aurora,4,360,4,2,1800000
Dom Bosco,3,85,1,3,330000
Brasília,2,250,2,2,258000
Guanabara Parque Boulevard,3,182,2,2,790000
Jardim Shangri-la A,3,400,5,5,1380000
Aurora,3,71,1,2,410000
Terra Bonita,2,70,1,2,530000
Conjunto Café,3,143,4,4,1020000
Conjunto Semiramis Barros Braga,4,170,2,2,460000
Jardim Nações Unidas,2,50,1,1,160000
Jardim Tókio,3,170,3,2,650000
Terra Bonita,2,80,1,2,904000
Jardim Agari,5,690,5,5,2980000
Parque Residencial Elizabeth,2,70,1,1,210000
Santa Rosa,3,207,3,5,1900000
Heimtal,3,128,2,3,650000
Loteamento Chamonix,3,80,1,2,369000
Jardim Higienópolis,3,66,1,2,300000
Terra Bonita,2,62,1,1,550000
Parque Jamaica,2,47,1,1,273990
Nikko,3,154,1,3,1600000
Esperança,4,400,4,3,3900000
Gleba Fazenda Palhano,2,103,3,3,1300000
Santa Rosa,3,85,2,2,850000
Gleba Fazenda Palhano,3,91,2,3,850000
Centro,4,96,1,1,410000
Nova Olinda,2,55,1,1,160000
Jardim Morumbi,3,201,4,5,1500000
Vila Filipin,2,59,2,1,185000
Jerumenha,3,110,4,2,449000
Antares,3,76,1,2,230000
Jardim Império do Sol,2,70,2,3,380000
Tucano,4,804,5,5,5000000
Conjunto Habitacional Santiago II,2,103,2,1,300000
Esperança,4,220,4,5,2500000
Gleba Fazenda Palhano,2,75,1,2,770000
Pacaembu,3,185,3,1,680000
Ouro Verde,3,172,4,3,340000
Centro,2,65,1,1,455000
Gleba Fazenda Palhano,2,54,1,1,630000
Residencial Abussafe,2,100,5,1,399000
Jardim Morumbi,3,144,4,3,1180000
Jardim Planalto,3,96,2,2,339200
Jardim Presidente,3,163,3,2,1000000
Conjunto Habitacional Santiago II,3,112,3,2,499150
Conjunto Habitacional Santiago II,2,47,1,1,200000
Jardim Império do Sol,3,130,2,2,590000
Gleba Fazenda Palhano,3,131,2,4,1550000
Aurora,3,312,5,4,1500000
Carnascialli,3,89,2,1,210000
Andrade,2,65,1,1,249080
Jardim Pioneiros,3,149,2,2,825000
Heimtal,2,75,1,1,295000
Brasília,3,81,2,1,244000
Brasília,3,173,3,2,425000
Bela Suiça,4,419,4,5,5200000
Gleba Fazenda Palhano,4,285,4,5,3100000
Parque Residencial Alcântara,4,470,4,4,1700000
Gleba Fazenda Palhano,3,167,2,5,1900000
Bela Suiça,4,119,2,2,660000
Conjunto Habitacional Santiago II,3,55,1,1,300000
Jardim Adriana I,2,64,1,1,230000
Esperança,4,234,4,5,2500000
Gleba Fazenda Palhano,3,216,3,4,2250000
Gleba Fazenda Palhano,2,58,1,2,720000
Santiago,4,180,2,2,399000
Aurora,2,64,1,2,650000
Brasília,3,62,1,2,330000
Conjunto Habitacional Alexandre Urbanas,3,170,2,3,550000
Brasília,3,110,2,2,475000
Gleba Ribeirão Limeiro,2,46,1,1,315000
Aurora,2,144,2,2,890000
Terra Bonita,2,62,2,2,650000
Shangri-lá,3,130,2,1,300000
Bela Suiça,5,536,3,5,3800000
Bela Suiça,3,115,2,2,1090000
Cafezal,3,155,3,3,620000
Colinas,2,44,1,1,210000
Jardim Aliança,3,230,3,2,250000
Brasília,2,47,1,1,180000
Jardim Morumbi,2,77,1,1,215000
Centro,3,130,1,3,690000
Brasília,3,82,2,2,290000
Vila Filipin,2,50,1,2,210000
Aurora,3,69,1,2,450000
Centro,3,177,1,3,810000
João Paz,3,99,2,1,180000
Conjunto Habitacional Alexandre Urbanas,3,153,3,2,1200000
Mediterrâneo,5,400,4,4,1650000
Jardim São Tomás,2,70,2,1,230000
Jardim Adriana I,3,62,1,1,350000
Centro,3,128,2,2,620000
Centro,3,81,1,2,665000
Gleba Fazenda Palhano,3,236,4,5,2500000
Vila Larsen 1,2,63,2,2,450000
Parque Jamaica,2,72,2,2,590000
Vila Casoni,3,128,3,2,400000
Jardim dos Estados,2,80,2,2,350000
Gleba Simon Frazer,3,140,2,4,1150000
Petrópolis,3,78,1,2,735000
Gleba Fazenda Palhano,3,114,2,3,1200000
Jardim Graziela,3,85,1,2,477000
Boa Vista,3,324,5,3,2000000
Conjunto Parigot de Souza 3,3,117,2,2,460000
Centro,4,211,2,5,905000
Jardim Agari,3,93,1,2,515000
Leonor,2,46,1,1,185000
Gleba Fazenda Palhano,3,216,3,3,2100000
Conjunto Residencial Marajoara,2,45,1,1,120000
Conjunto Semiramis Barros Braga,2,105,1,2,230000
Centro,3,71,1,2,580000
Terra Bonita,2,63,1,2,450000
Brasília,3,306,3,1,280000
Judith,4,213,3,3,850000
Jardim Alvorada,4,193,4,4,850000
Vila Shimabokuro,1,36,1,1,160000
Brasília,3,250,3,2,600000
Califórnia,3,215,3,2,1290000
Jardim Itatiaia 2,3,120,5,3,2700000
Gleba Fazenda Palhano,3,214,3,4,2900000
Guanabara Parque Boulevard,3,81,1,2,610000
Gleba Fazenda Palhano,3,133,2,4,1690000
Terra Bonita,2,66,1,2,480000
Santa Izabel,2,48,1,1,205000
Monte Belo,3,186,4,2,1119280
Brasília,3,76,1,2,280000
Residencial Vila Romana,3,160,2,3,389000
Gleba Fazenda Palhano,3,68,1,2,550000
Santa Rosa,3,69,1,1,680900
Gleba Simon Frazer,3,110,2,3,640000
Bancários,3,105,1,1,390000
Residencial Professora Marieta,2,90,2,2,250000
Gleba Fazenda Palhano,3,122,2,4,1220000
Santa Mônica,3,202,2,3,595000
Jardim Tarumã,3,129,2,2,450000
Colinas,2,45,1,1,190000
Centro,3,66,2,2,530000
Jardim Agari,2,48,1,1,125000
Centro,3,75,1,2,600000
Jardim Nova Londrina,5,430,5,5,2300000
Gleba Fazenda Palhano,3,88,2,2,890000
Jardim Dom Vicente,3,100,2,1,180000
Jardim Paraty,3,80,2,1,239000
Gleba Fazenda Palhano,3,137,2,3,1600000
Centro,3,86,2,2,890000
Jardim Alto do Cafezal,4,140,1,3,400000
Cidade Industrial 2,2,50,1,1,200000
Brasília,3,75,1,2,379000
Vitória,3,100,2,2,520000
Jardim Imagawa,2,45,1,1,180000
Gleba Fazenda Palhano,3,120,2,3,1100000
Gleba Fazenda Palhano,5,341,3,5,1650000
Conjunto Habitacional Doutor Farid Libos,2,55,1,1,179700
Residencial Quadra Norte,2,69,2,1,265000
Jardim Nações Unidas,3,82,1,2,450000
Gleba Fazenda Palhano,3,95,2,2,930000
Jardim Guararapes,3,109,2,2,450000
Centro,3,147,2,3,680000
Judith,3,110,2,2,770000
Centro,3,167,2,4,845000
Jardim das Américas,2,48,1,1,160000
Brasília,3,86,3,2,430000
Jardim Vale do Cedro,4,170,2,4,990000
Gleba Fazenda Palhano,4,207,3,5,2350000
Vale dos Tucanos,3,75,1,2,469000
Jardim Morumbi,3,152,4,2,1400000
Alto da Boa Vista,3,157,3,3,630000
Jardim Pequena Londres,2,47,1,1,150000
Gleba Fazenda Palhano,3,167,2,5,1990000
Paraíso,2,51,1,1,145000
Jardim do Lago,3,212,2,4,1900000
Santa Rosa,3,323,4,4,4299000
Brasília,4,180,4,3,580000
Jardim São Jorge,4,283,3,5,3890000
Jardim Santa Alice,3,156,2,4,530000
Califórnia,3,188,5,1,480000
Paulista,3,145,3,2,565000
Jardim dos Estados,1,87,1,1,315000
Centro,3,106,1,3,380000
Heimtal,3,146,1,1,780000
Jardim Palermo,3,151,1,3,415000
Jardim do Leste,3,153,4,3,670000
Gleba Fazenda Palhano,2,43,1,1,189000
Jardim Morumbi,2,41,1,1,185000
Vitória,2,70,1,2,280000
Caiçaras,4,549,5,5,5700000
Vila Siam,3,71,1,2,668000
Franca,3,186,2,2,320000
Santa Rosa,3,245,3,4,2790000
Olímpico,3,183,2,3,1150000
Coliseu,2,41,1,1,104297
Colinas,3,84,2,1,350000
Gleba Fazenda Palhano,2,75,1,1,645000
Residencial Professora Madalena Cardoso,3,71,1,1,210000
Vila Filipin,2,55,1,1,260000
Centro,3,77,1,2,430000
Centro,3,110,1,3,520000
Conjunto Semiramis Barros Braga,3,75,2,2,200000
Gleba Fazenda Palhano,3,215,4,4,4000000
Gleba Fazenda Palhano,3,165,2,5,1495000
Gleba Fazenda Palhano,2,74,2,2,700000
Vila Ipiranga,2,61,1,2,400000
Parque Residencial Michael Licha,3,200,4,3,670000
Vale dos Tucanos,2,56,1,2,280000
Parque Jamaica,3,123,2,3,991507
Gleba Fazenda Palhano,3,233,2,3,2750000
Santa Rosa,3,127,2,5,1350000
Colúmbia,3,190,2,3,400000
Ideal,3,82,1,2,342000
Centro,2,64,1,2,420000
Centro,1,45,1,1,195000
Brasília,2,44,1,1,210000
Gleba Fazenda Palhano,2,46,1,1,350000
Catuai,3,130,2,2,350000
Jardim São Paulo,2,50,1,1,120000
Vitória,3,61,1,1,370000
Gleba Fazenda Palhano,3,155,3,3,1680000
Olímpico,2,60,1,1,80000
Esperança,4,450,4,5,3250000
Centro,3,190,2,5,950000
Jardim Agari,3,98,1,2,400000
Gleba Fazenda Palhano,3,130,2,3,1090000
Conjunto Habitacional Alexandre Urbanas,3,95,2,2,480000
Jardim do Lago,3,217,2,4,1900000
Gleba Fazenda Palhano,2,44,1,1,285000
Bancários,2,43,1,1,105000
Jardim Central Park,3,144,4,3,750000
Champagnat,3,58,1,1,419000
Jardim Morumbi,3,195,2,4,1150000
Portal de Versalhes 1,5,250,5,5,1200000
Leonor,2,46,1,1,85000
Gleba Fazenda Palhano,3,237,2,4,1450000
Gleba Fazenda Palhano,3,83,2,1,294123
Parigot de Souza 2,3,98,1,2,200000
Jardim Londrilar,2,95,1,1,280000
Gleba Fazenda Palhano,2,85,1,3,950000
Gleba Fazenda Palhano,2,81,2,2,798000
Universitário,3,300,3,4,3500000
Centro,3,261,2,4,650000
Estância Santa Paula,3,171,2,4,1280000
Recanto do Salto,4,380,4,4,3990000
Brasília,2,80,1,2,252000
Brasília,2,62,1,1,175000
Jardim Nações Unidas,2,46,1,1,155000
João Paz,3,122,2,1,320000
Jardim Maria Celina,3,100,4,1,200000
Carnascialli,4,200,3,3,249180
Gleba Fazenda Palhano,4,340,4,5,6500000
Champagnat,4,180,4,2,580000
Santa Mônica,3,181,4,2,550000
Igapó,2,86,1,1,380000
Jardim Pioneiros,3,150,2,3,760000
Jardim Neman Sahyun,3,140,2,2,650000
Leonor,3,180,2,3,550000
Jardim Itapoá,2,82,1,1,280000
Conjunto Residencial Vivendas do Arvoredo,3,220,3,1,750000
Paraíso,2,51,1,1,170000
Califórnia,3,112,3,4,750000
Parque Leblon,2,80,2,1,240000
Parque Residencial Alcântara,2,54,1,1,420000
Petrópolis,3,72,2,2,689000
Aparecida,3,211,2,2,498000
Centro,3,168,1,1,530000
Cambezinho,3,59,2,1,300000
Conjunto Habitacional Alexandre Urbanas,5,318,2,5,2799000
Colúmbia,3,56,2,1,264000
Olímpico,2,54,1,2,310000
Jardim Belém,1,50,3,1,110000
Gleba Fazenda Palhano,3,92,2,2,890000
Caravelle,3,230,3,2,1190000
Jardim Presidente,2,71,2,2,790000
Ideal,2,80,1,2,330000
Jardim Maria Luiza,2,43,1,1,200000
Mediterrâneo,5,549,5,5,3500000
Gleba Fazenda Palhano,2,65,2,1,650000
Santa Rosa,3,245,3,5,3200000
Cafezal,3,99,2,2,350000
Eucaliptos,3,106,3,2,320000
Parque Residencial Alcântara,2,47,1,1,257000
Gleba Fazenda Palhano,2,58,1,2,720000
Centro,3,171,2,4,900000
Brasília,3,160,4,3,318000
Gleba Fazenda Palhano,3,93,2,2,895000
Leonor,4,260,2,2,950000
Dom Pedro,4,450,5,4,1180000
Jardim Vale Verde,5,450,4,4,1400000
Loteamento Chamonix,3,78,1,2,420000
Ernani Moura Lima,2,138,3,2,380000
Esperança,4,293,4,5,2800000
Centro,1,51,1,2,478000
Jardim São Tomás,3,83,2,2,350000
Esperança,3,300,4,1,3000000
Terra Bonita,2,79,2,2,890600
Andes,3,97,2,2,430000
Califórnia,3,97,2,2,475000
Colinas,3,72,2,2,240000
Califórnia,2,61,2,2,285000
Terra Bonita,4,290,2,5,1780000
Esperança,5,560,5,5,5800000
Sabará I,3,200,4,2,1197777
Gleba Fazenda Palhano,2,54,1,1,450000
Jardim São Jorge,5,515,5,5,7000000
Andrade,2,72,1,2,530000
Aeroporto,3,159,3,2,800000
Centro,3,150,1,3,330000
Jardim Lilian,2,82,1,2,420000
Ernani Moura Lima,2,53,1,1,195000
Monte Belo,3,102,2,2,650000
Conjunto Parigot de Souza 1,3,90,1,1,280000
Gleba Fazenda Palhano,2,75,1,1,670000
Parque Jamaica,3,72,1,2,368000
Gleba Ribeirão Limeiro,2,43,1,1,208000
Conjunto Habitacional Doutor Farid Libos,2,48,1,1,180000
Residencial Portal do Sol,3,90,2,2,435520
Gleba Ribeirão Limeiro,2,44,1,1,185000
Lagoa Dourada,3,45,1,1,149000
Jardim Burle Marx,3,130,2,2,810000
Gleba Ribeirão Limeiro,2,47,1,1,235000
Jardim Montecatini,2,72,2,1,350000
Vila Larsen 1,3,70,1,1,349000
Parque Jamaica,2,46,1,1,155000
Gleba Fazenda Palhano,3,77,2,2,655000
Gleba Simon Frazer,3,167,2,1,900000
Alto da Boa Vista,3,150,2,2,450000
Gleba Ribeirão Limeiro,2,47,2,1,270000
Gleba Fazenda Palhano,3,155,2,3,1890000
Centro,2,117,1,2,399000
Gleba Fazenda Palhano,1,48,1,1,499000
Brasília,2,47,1,1,250000
Califórnia,2,75,2,1,220000
Santa Rosa,3,70,2,2,630000
Gleba Fazenda Palhano,3,236,4,5,2390000
Gleba Fazenda Palhano,2,92,2,3,1100000
Centro,3,90,1,2,560000
Vila Adolfo,2,55,1,1,179000
Gleba Fazenda Palhano,3,111,2,2,1250000
Brasília,3,140,4,3,420000
Centro,3,70,2,2,639000
Gleba Fazenda Palhano,3,245,3,4,2250000
Colúmbia,4,180,3,2,380000
Terra Bonita,3,67,1,2,370000
Gleba Fazenda Palhano,3,164,2,4,1400000
Maria Lúcia,2,150,3,3,750000
Jardim Vale Azul,5,250,2,1,650000
Jardim Graziela,3,84,2,2,450000
Terra Bonita,2,65,1,1,330000
Jardim Higienópolis,3,71,2,2,515000
Gleba Fazenda Palhano,3,165,2,3,1500000
Gleba Fazenda Palhano,3,155,2,5,2000000
Califórnia,3,190,3,3,850000
Jardim Maria Luiza,2,45,1,1,180000
Vila Larsen 1,1,58,1,2,550000
Brasília,3,181,4,4,2438000
Colinas,2,108,1,1,250000
Gleba Fazenda Palhano,3,173,2,5,1980000
Santa Rosa,3,108,2,3,1150000
Ouro Verde,2,45,1,1,170000
Brasília,3,200,2,3,650000
Jardim Presidente,5,330,4,4,945000
Chácaras Mussahiro,3,100,1,1,620000
Centro,3,116,1,2,510000
Gleba Fazenda Palhano,2,87,1,2,750000
Bandeirantes,3,121,4,2,500000
Centro,1,45,1,1,175000
Gleba Fazenda Palhano,2,73,1,2,690000
Gleba Fazenda Palhano,3,79,2,2,580000
Guanabara Parque Boulevard,3,104,2,3,1100000
Petrópolis,5,174,2,3,745000
Conjunto Habitacional Santiago II,3,55,1,1,270000
Gleba Fazenda Palhano,2,46,1,1,285000
Conjunto Habitacional Alexandre Urbanas,3,204,4,3,1790000
Gleba Fazenda Palhano,3,113,2,3,900000
Conjunto Farid Libos,3,200,1,2,190000
Nikko,3,198,2,4,2300000
Jardim das Américas,2,44,1,1,140000
Leonor,4,180,2,2,530000
Brasília,4,250,4,5,1950000
Esperança,4,430,4,5,3500000
Centro,3,90,1,2,565000
Sabará III,3,100,3,3,550000
Brasília,3,248,4,4,560000
Gleba Fazenda Palhano,2,104,2,3,1120000
Gleba Fazenda Palhano,3,155,3,5,1680000
Cidade Industrial 2,2,41,1,1,195000
Gleba Fazenda Palhano,3,235,3,5,2950000
Gleba Fazenda Palhano,3,120,2,3,1050000
Gleba Fazenda Palhano,4,338,4,4,5208000
Jardim Maria Celina,2,55,1,1,256000
Santa Rosa,3,245,3,2,3390000
Roseira,4,166,1,2,250000
Gleba Fazenda Palhano,1,58,1,1,700000
Jardim Montecatini,2,76,1,2,315000
Gleba Fazenda Palhano,3,85,2,2,805000
Gleba Fazenda Palhano,3,165,2,5,1890000
Gleba Fazenda Palhano,2,103,2,3,1160000
Petrópolis,3,78,1,1,620000
Brasília,2,60,1,1,243000
Centro,3,110,1,2,450000
Conjunto Habitacional Alexandre Urbanas,3,201,3,3,1550000
Vivendas do Arvoredo,4,413,4,2,3800000
Gleba Fazenda Palhano,4,514,5,5,3500000
Operária,4,283,5,4,1790000
Terra Bonita,3,69,1,2,385000
Centro,4,333,2,3,1190000
Gleba Fazenda Palhano,2,62,1,2,615000
Jardim Império do Sol,3,150,3,3,675000
Gleba Fazenda Palhano,3,87,1,2,860000
Conjunto Habitacional Doutor Farid Libos,2,44,1,1,200000
Vivendas do Arvoredo,4,285,4,5,2800000
Santa Rosa,3,69,2,2,580000
Gleba Fazenda Palhano,3,286,4,3,3200000
Terra Bonita,3,84,1,2,840000
Cidade Industrial 2,2,44,1,1,220000
Gleba Fazenda Palhano,3,185,2,5,1880000
Novo Antares,4,220,4,4,750000
Brasília,2,70,1,1,300000
Jardim do Lago,4,217,2,5,1650000
Jardim dos Estados,2,80,1,1,315000
Jardim Continental,2,78,2,2,290000
Centro,3,128,2,4,1300000
Residencial José Lázaro Gouvea,4,317,5,5,3000000
Vitória,3,96,2,2,290000
São Pedro,4,288,5,1,920000
Gleba Simon Frazer,1,80,2,2,450000
Vivendas do Arvoredo,3,277,3,5,2590000
Jardim Agari,3,75,1,2,335000
Leonor,2,130,5,2,460000
Gleba Fazenda Palhano,3,155,2,5,1700000
Esperança,5,260,5,5,3100000
Jardim Alvorada,3,225,4,3,850000
Brasília,2,46,1,1,310000
Olímpico,1,183,2,3,1190000
Parque Jamaica,3,112,2,2,1100000
Cláudia,3,76,1,1,290000
Terra Bonita,3,69,1,2,580000
Colinas,2,65,1,2,240000
Esperança,4,475,4,5,4900000
Gleba Simon Frazer,3,149,4,5,1330000
Centro,4,257,2,5,860000
Caravelle,5,430,3,2,800000
Bela Suiça,3,232,3,5,2600000
Marumbi,3,163,2,3,1050000
Gleba Fazenda Palhano,3,79,2,2,630000
Ideal,3,100,2,2,400000
Gleba Fazenda Palhano,3,173,2,4,1690000
Jardim Montecatini,2,72,2,1,360000
Centro,3,150,2,2,565000
Jardim Higienópolis,4,127,2,2,575000
Gleba Fazenda Palhano,3,75,1,1,590000
Gleba Fazenda Palhano,2,89,3,3,850000
Conjunto Habitacional Doutor Farid Libos,2,45,1,1,150000
Colinas,2,44,1,1,215000
Ideal,3,90,2,2,445000
Campo Belo,4,182,2,3,750000
Jardim Agari,2,45,1,1,165000
Ouro Verde,3,90,2,2,410000
Brasília,3,81,2,2,399000
Centro,3,87,1,3,385000
Gleba Simon Frazer,3,140,2,1,1150000
Vila Glória,1,50,1,1,195000
Esperança,3,302,4,4,2500000
Esperança,3,270,4,5,3900000
Jardim Jerônimo Nogueira de Figueiredo,1,81,2,2,210000
Nova Olinda,2,46,1,1,160000
Conjunto Novo Amparo,2,63,2,2,112000
Jardim Agari,2,55,1,2,510000
Gleba Fazenda Palhano,3,181,2,4,1900000
Jardim São Paulo,3,113,1,2,399000
Conjunto Farid Libos,3,68,1,1,270000
Esperança,3,225,4,4,1900000
Jardim dos Estados,2,80,1,1,315000
Jardim Itatiaia 1,4,380,4,4,1800000
Gleba Fazenda Palhano,3,185,2,4,1903000
Vila Santa Terezinha,2,51,1,1,392000
Vila Brasil,2,54,1,1,410000
Conjunto Habitacional Alexandre Urbanas,3,81,2,2,399000
Jardim Presidente,3,71,2,2,690000
Centro,3,128,3,2,1400000
Judith,2,47,1,1,295000
Guanabara Parque Boulevard,3,104,2,3,1100000
Santa Rosa,3,245,3,5,2400000
Jardim do Leste,3,153,2,2,670000
Santa Rosa,3,77,1,2,630000
Tietê,3,49,1,1,145000
Rodocentro,3,260,1,3,2080000
Centro,3,170,2,2,549000
Gleba Fazenda Palhano,3,130,2,5,1550000
Conjunto Semiramis Barros Braga,2,133,2,1,180000
Jardim Nações Unidas,2,53,1,1,155000
Brasília,3,55,1,1,244000
Terra Bonita,3,245,2,2,1600000
Luiz de Sá,2,200,2,1,340000
Olímpico,3,125,2,2,945000
Jardim Itatiaia 2,4,270,2,3,2200000
Esperança,3,170,4,4,2100000
Paraíso,2,47,1,1,150000
Shangri-lá,3,123,4,3,599000
Colinas,2,45,1,1,215000
Aeroporto,4,186,3,3,385000
Brasília,4,250,4,3,995000
Vila Ziober,3,61,1,1,220000
Rodocentro,4,347,4,5,5495000
Gleba Fazenda Palhano,3,185,3,5,2000000
Parque Jamaica,2,65,1,2,430000
Antares,3,180,4,3,379000
Cidade Industrial 2,2,41,1,1,185000
Centro,4,177,2,5,900000
Jardim Roveri,2,70,1,1,220000
Jardim São Jorge,5,600,5,5,6000000
Esperança,3,270,4,5,1890000
Jardim Morumbi,2,53,1,1,220000
Gleba Fazenda Palhano,3,120,2,2,1250000
Bancários,3,270,2,5,1550000
Conjunto Residencial Itamaraty,3,72,1,2,230000
Parque Residencial Campos Elísios,3,76,1,1,319000
Vivendas do Arvoredo,3,178,4,5,2990000
Jardim Montecatini,1,75,2,1,270000
Gleba Fazenda Palhano,3,76,1,1,560000
Universitário,3,104,4,3,620000
Gleba Fazenda Palhano,1,45,1,2,640000
Residencial José Lázaro Gouvea,1,79,2,2,540000
Andrade,3,88,1,3,380000
Jardim do Lago,3,213,2,5,1850000
Esperança,3,300,2,3,1900000
Brasília,3,209,3,2,720000
Brasília,3,140,3,2,695000
Gleba Fazenda Palhano,2,76,1,1,550000
Esperança,5,283,4,5,3200000
Olímpico,3,56,1,1,310000
Gleba Fazenda Palhano,2,54,1,1,400000
Gleba Fazenda Palhano,3,136,2,5,1590000
Tucano,4,510,2,4,1550000
Santa Rita 2,3,170,1,2,370000
Brasília,3,124,2,3,600000
Jardim Aliança,3,76,1,1,220000
Centro,3,172,2,3,540000
Recanto Nobre,5,845,5,1,11910000
Brasília,2,76,1,2,280000
Bela Suiça,2,115,2,3,1200000
Centro,1,45,1,1,320000
Aurora,2,51,1,1,400000
Ideal,2,45,1,1,180000
Gleba Fazenda Palhano,2,75,1,1,710000
Brasília,3,164,2,3,750000
Campo Belo,3,230,4,2,850000
Santa Rosa,3,69,2,2,595000
Gleba Fazenda Palhano,3,148,3,4,1650000
Brasília,2,69,2,1,267500
Bela Suiça,4,240,4,4,3290000
Centro,1,42,1,1,225000
Jardim Esperança,3,132,2,2,430000
Gleba Fazenda Palhano,3,220,3,5,1989000
Parque Residencial Joaquim Toledo Piza,3,135,2,2,695000
São Vicente,3,65,1,1,450000
Gleba Fazenda Palhano,2,82,2,3,868970
Condomínio Royal Golf Residence,3,200,2,5,3000000
Centro,4,303,2,5,900000
Recanto do Salto,3,220,4,5,2750000
Terra Bonita,2,62,1,2,700000
Conjunto Habitacional Alexandre Urbanas,3,175,2,1,479000
Jardim Moema,2,70,1,1,254650
Conjunto Habitacional Doutor Farid Libos,2,48,1,1,170000
Jardim Montecatini,2,60,1,1,265000
Brasília,3,250,2,3,1442000
Esperança,3,270,4,5,1790000
Conjunto Cafezal 1,3,230,3,2,880000
Parque Residencial Joaquim Toledo Piza,3,226,1,1,680000
Vila Larsen 1,2,60,1,1,290000
Loteamento Chamonix,3,80,1,2,378100
Jardim Maria Celina,2,41,1,1,199990
Gleba Fazenda Palhano,2,78,3,2,695000
Vivendas do Arvoredo,3,178,4,3,2990000
Jardim Strass,3,79,1,1,330000
Brasília,4,270,4,3,900000
Brasília,3,184,1,1,550000
Conjunto Café,3,62,1,1,200000
Centro,3,156,2,2,820000
Jardim Morumbi,2,64,1,2,460000
Jardim Moema,2,76,1,1,257000
Gleba Ribeirão Limeiro,2,46,1,1,230000
Jardim Santa Cruz,3,58,1,1,150000
Conjunto Habitacional Alexandre Urbanas,3,151,4,2,1300000
Conjunto Habitacional Doutor Farid Libos,2,48,1,1,250000
Gleba Fazenda Palhano,3,155,3,5,1680000
Vila Siam,3,87,2,2,660000
Vila Brasil,2,55,1,1,360000
Jardim Maria Celina,2,43,1,1,260000
Jardim Graziela,3,76,2,2,290000
Bela Suiça,3,74,1,2,490000
Brasília,3,81,1,2,435000
Vila Filipin,2,42,1,2,223000
Terra Bonita,2,110,4,1,560000
Centro,3,283,2,5,1150000
Centro,3,67,1,2,519900
Residencial Santa Clara,3,114,4,2,935000
Centro,3,177,1,4,805000
Nova Olinda,2,47,1,1,119000
Santa Rosa,2,69,1,2,600000
Esperança,4,253,4,5,1800000
Gleba Fazenda Palhano,3,167,2,4,2500000
Brasília,2,47,1,1,287000
Parque Jamaica,2,41,1,1,159000
Esperança,5,283,2,5,3200000
Centro,3,121,2,2,780000
Centro,5,236,1,4,1500000
Vila Larsen 1,2,44,1,2,289000
Brasília,3,90,2,1,239000
Leonor,2,46,1,1,172000
São Vicente,2,54,1,1,240000
