Bairro,Numero de quartos,Metros quadrados,Vagas de Garagem,Numero de Banheiros,Preço
Recanto do Salto,4,370,3,5,3950000
Loteamento Chamonix,3,115,1,1,870000
Alpes,3,175,4,3,580000
Quebec,4,461,4,2,4000000
Terra Bonita,2,62,2,2,580000
Hedy,3,140,2,2,390000
Gleba Fazenda Palhano,3,120,1,3,1100000
Jardim Tarumã,3,148,2,3,795000
Canaã,5,323,5,5,2200000
Jardim Tókio,2,95,1,2,298000
Jardim do Lago,3,213,2,5,1830000
Jardim Sabará,3,91,2,2,600000
Jardim Montecatini,2,75,1,1,275000
Gleba Fazenda Palhano,3,79,1,1,640000
Brasília,3,83,2,2,374000
Centro,2,107,1,2,350000
Gleba Fazenda Palhano,2,48,1,1,256000
Centro,2,158,1,3,720000
Judith,3,88,2,2,490000
Santa Rosa,3,245,3,5,3390000
Brasília,3,350,5,3,1550000
Alpes,3,170,3,1,400000
Marumbi,3,162,2,3,1050000
Parque Residencial Alcântara,4,320,4,5,3000000
Colúmbia,3,84,2,1,490000
Califórnia,3,150,2,1,990000
Conjunto Vivi Xavier,2,68,2,1,260000
Conjunto Residencial Marajoara,2,45,1,1,155000
Petrópolis,3,100,1,1,500000
Jardim Morumbi,4,164,4,3,360000
Brasília,3,100,2,2,540000
Jardim Maria Luiza,2,47,1,1,148000
Conjunto Habitacional Doutor Farid Libos,2,45,1,1,195000
Centro,1,24,1,1,215000
Colúmbia,3,98,2,2,380000
Centro,4,467,2,5,1700000
Gleba Ribeirão Limeiro,1,44,1,1,200000
Gleba Fazenda Palhano,2,66,1,1,318000
Gleba Fazenda Palhano,3,82,2,2,800000
Nossa Senhora de Lourdes,2,55,1,2,300000
Parque Jamaica,3,71,1,2,490000
Brasília,2,60,1,1,290000
Esperança,3,94,2,2,700000
Jardim das Palmeiras,1,55,3,1,160000
Centro,4,128,2,4,750000
Esperança,3,216,4,4,2350000
Lago Parque,5,800,5,5,2500000
Centro,3,65,1,1,300000
Brasília,3,108,1,4,743000
Nova Olinda,3,81,1,2,310000
Jardim Nova Londrina,5,430,5,5,2300000
Gleba Fazenda Palhano,3,100,2,1,595000
Brasília,2,47,1,1,265000
Igapó,2,62,1,1,190000
Jardim América,2,52,1,1,290000
Brasília,3,59,2,1,265000
Waldemar Hauer,4,130,2,3,350000
Brasília,3,125,4,4,399000
Colinas,1,86,1,2,285000
Colinas,3,87,1,1,365000
Gleba Fazenda Palhano,3,323,4,4,4300000
Santa Rosa,3,182,2,5,2000000
Conjunto Habitacional Alexandre Urbanas,2,75,2,1,425000
Mediterrâneo,4,450,4,5,2700000
Gleba Fazenda Palhano,1,58,1,2,700000
Portuguesa,3,220,5,3,650000
Olímpico,2,54,1,2,270000
Andrade,3,88,1,1,350000
Bela Suiça,4,333,4,5,4000000
Jardim Santa Cruz,2,44,1,1,125000
Terra Bonita,2,92,2,2,943900
Santa Rosa,3,127,2,4,1350000
Jardim Morumbi,2,53,1,1,370000
Jardim Higienópolis,3,127,1,1,560000
Centro,3,89,1,1,470000
Brasília,3,66,1,2,320000
Marumbi,3,57,1,1,215000
Jardim Agari,1,56,1,2,470000
Jardim Itatiaia 2,2,165,4,3,1290000
Centro,3,111,1,2,410000
Brasília,3,100,1,2,430000
Quebec,5,1200,5,5,4500000
Jardim do Lago,3,212,2,5,1850000
Colúmbia,3,84,1,3,480000
Centro,4,470,2,4,1700000
Gleba Fazenda Palhano,3,103,2,2,1300000
Jardim São Paulo,3,129,2,2,195000
Caravelle,3,272,4,5,850000
Jardim Novo Sabará,4,168,2,3,300000
Leonor,1,50,2,1,230000
Jardim Morumbi,2,140,2,3,1050000
Gleba Fazenda Palhano,3,340,5,4,2500000
Gleba Fazenda Palhano,3,146,2,3,1701000
Jardim São Paulo II,2,48,1,1,175000
Residencial Quadra Norte,2,72,1,1,300000
Ernani Moura Lima,2,60,1,1,220000
Monte Carlo,3,220,5,4,580000
Gleba Fazenda Palhano,3,78,2,2,575000
Centro,3,180,1,2,500000
Newton Guimarães,2,150,2,2,390000
Olímpico,2,41,1,1,185000
Brasília,2,45,2,1,145000
Brasília,3,83,1,2,309000
Bela Suiça,5,1000,5,5,15000000
Parque Jamaica,4,246,2,3,1500000
Gleba Fazenda Palhano,4,338,4,5,5208000
Jardim Higienópolis,4,265,3,3,1350000
Carnascialli,2,104,1,1,230000
Centro,3,74,1,1,580000
Gleba Fazenda Palhano,4,550,4,5,3799000
Jardim Portal de Itamaracá,3,90,2,2,350000
Jardim dos Estados,2,80,1,2,329630
Esperança,4,620,5,5,10900000
Cidade Industrial 2,2,43,1,1,265000
Lagoa Dourada,3,47,1,1,160000
Cláudia,2,48,1,1,245000
Brasília,3,115,2,2,473000
Gleba Fazenda Palhano,3,181,2,4,2790000
Sabará I,3,155,2,2,510000
Brasília,4,372,3,4,375000
Vila Ipiranga,2,52,1,1,330000
Centro,3,131,1,3,530000
Conjunto Residencial Vivendas do Arvoredo,4,280,2,2,855000
Recanto do Salto,3,330,4,4,3600000
Brasília,2,67,1,1,230000
Santa Rosa,4,122,2,3,1190000
Jardim Londrilar,3,330,4,5,2690000
Residencial José Lázaro Gouvea,3,70,1,2,545000
Centro,2,58,1,1,450000
São Vicente,2,54,1,1,300000
Gleba Fazenda Palhano,3,200,4,5,2600000
São Pedro,4,180,2,5,560000
Tietê,3,57,1,1,140000
Centro,3,67,1,2,529900
Boa Vista,5,321,5,3,780000
Jardim São Jorge,3,159,3,3,1970000
Leonor,2,75,2,2,365000
Jardim Burle Marx,2,120,2,2,810000
Rodocentro,2,50,1,1,140000
Alpes,3,150,1,2,250000
Aragarça,3,370,4,4,1800000
Jardim Tókio,2,60,1,1,250000
Pacaembu,2,51,1,1,359000
Jardim Paris,2,96,2,1,165000
Lago Parque,3,320,4,4,1500000
Jardim Shangri-la A,3,69,1,2,500000
Gleba Fazenda Palhano,3,220,3,4,2500000
Brasília,5,153,3,3,530000
Conjunto Habitacional Órion,3,102,4,2,440000
Granville Parque Residencial,3,294,4,2,1600000
Terra Bonita,3,140,4,3,930000
Champagnat,3,58,2,1,454900
Centro,3,208,2,5,740000
Aurora,3,75,1,2,710000
São Vicente,3,65,1,2,440000
Santa Rosa,3,108,2,2,1290000
Gleba Ribeirão Limeiro,2,42,1,1,195000
Gleba Fazenda Palhano,2,54,1,1,680000
Lagoa Dourada,2,45,1,1,168000
Bela Vista,3,190,3,2,850000
Recanto do Salto,3,450,5,5,3800000
Residencial Santa Clara,3,114,2,3,930000
Gleba Fazenda Palhano,3,112,2,4,1220000
Vale dos Tucanos,3,77,1,1,550000
Fraternidade,2,93,3,2,250000
Centro,3,105,1,3,420000
Vera Cruz,3,100,1,2,399000
Aurora,2,52,1,1,420000
Centro,3,66,1,1,260000
Brasília,3,114,1,2,275000
Gleba Simon Frazer,3,110,2,2,465000
Conjunto Habitacional Doutor Farid Libos,2,46,1,1,180000
Centro,3,158,2,4,500000
Hedy,2,240,1,1,250000
Jardim Presidente,3,71,2,1,780000
Esperança,3,282,4,4,3200000
Alpes,3,205,4,3,1200000
Bela Suiça,4,419,5,5,5000000
Conjunto Habitacional Alexandre Urbanas,3,135,5,2,680000
Champagnat,3,60,1,1,220000
Brasília,3,83,2,2,347000
Recanto do Salto,3,240,4,4,3200000
Bandeirantes,3,80,2,2,420000
Jardim Jóquei Club,2,46,1,1,230000
São Vicente,3,65,1,2,450000
Nova Olinda,2,44,1,1,155000
Parque Jamaica,5,300,4,4,1250000
Jardim União da Vitória,2,120,1,1,80000
Jardim São Jorge,3,375,4,5,4500000
Aurora,3,64,1,2,450000
Gleba Fazenda Palhano,3,70,2,2,450000
Terras de Santana II,4,400,5,5,4500000
Centro,3,107,1,1,399000
Gleba Fazenda Palhano,3,87,1,2,860000
Jardim Prefeito Milton Menezes,3,73,2,2,285000
Jardim São Paulo II,2,48,1,1,202000
Centro,1,44,1,1,430000
Brasília,3,120,1,4,495000
Jardim do Sol,2,168,1,2,350000
Cláudia,3,55,1,1,340000
Jardim Higienópolis,3,203,3,1,550000
Centro,3,81,1,1,340000
Colúmbia,2,70,1,1,195000
Esperança,3,130,2,2,600000
Jardim Prefeito Milton Menezes,3,90,1,1,420000
Brasília,1,26,1,1,245000
Jardim Sumaré,5,500,4,4,1100000
Brasília,3,58,2,2,308000
Cidade Industrial 2,2,46,1,1,240000
Gleba Fazenda Palhano,3,75,1,2,545000
Conjunto Habitacional Alexandre Urbanas,3,191,2,4,1290000
Gleba Fazenda Palhano,3,66,1,2,500000
Gleba Fazenda Palhano,4,275,4,5,2900000
Conjunto Vivi Xavier,4,182,3,2,300000
Gleba Fazenda Palhano,3,166,2,5,1500000
Colúmbia,2,69,2,2,330000
Bela Suiça,2,70,1,2,540000
Parque Residencial Alcântara,4,546,5,5,3500000
Centro,4,233,2,5,890000
Brasília,3,202,4,4,1800000
Residencial Verona,2,58,1,2,265000
Residencial Portal do Sol,1,82,1,2,308000
Parque Jamaica,3,75,1,2,660000
Gleba Fazenda Palhano,2,110,2,2,450000
Loteamento Chamonix,3,95,2,1,419000
Coliseu,3,175,4,4,970000
Santa Rosa,2,186,5,2,1390000
Jardim Neman Sahyun,3,93,2,1,270000
Conjunto Vivi Xavier,3,115,3,2,348000
Conjunto Residencial Marajoara,2,45,1,1,150000
Jardim Morumbi,3,63,1,2,290000
Jardim Pérola,3,115,1,3,590000
Brasília,3,190,4,4,1250000
Gleba Fazenda Palhano,3,64,1,2,550000
Centro,3,184,2,4,780000
Leonor,3,310,4,2,390000
Conjunto Parigot de Souza 1,3,72,1,2,210000
Gleba Fazenda Palhano,3,216,4,4,2500000
Residencial Loris Sahyun,3,147,2,3,550000
Gleba Fazenda Palhano,2,46,1,1,280000
Ideal,3,132,1,3,285000
Terra Bonita,4,333,4,4,2100000
Cafezal,2,51,1,2,279000
Caravelle,5,271,3,2,2000000
Brasília,4,260,4,4,820000
Eucaliptos,3,200,2,2,240000
Veraliz,3,71,1,2,510000
Vale dos Tucanos,2,44,1,1,210000
Pacaembu,2,63,2,1,570000
Gleba Fazenda Palhano,3,122,2,4,1290000
Heimtal,3,112,2,3,585000
Brasília,3,240,4,3,850000
Santa Mônica,3,200,2,3,681000
Vila Larsen 1,3,75,2,1,400000
Jardim Montecatini,3,146,2,2,990000
Gleba Ribeirão Limeiro,2,45,1,1,260000
Monte Belo,3,280,4,3,650000
Catuaí Parque Residence,3,69,1,2,385000
Brasília,2,150,4,2,470000
Alto da Boa Vista,3,90,1,1,265000
Conjunto Cafezal 1,4,130,2,1,370000
Jardim Santa Alice,3,90,2,2,440000
Jardim Santa Cruz,3,57,1,1,145000
Gleba Fazenda Palhano,3,95,2,2,950000
Vila Larsen 1,2,54,1,2,340000
Vila Siam,2,110,1,2,300000
Jardim Agari,2,52,1,1,215000
Jardim Sumaré,5,500,4,4,1100000
Gleba Fazenda Palhano,2,45,1,1,239000
Jardim Higienópolis,3,230,3,3,1250000
Boa Vista,3,75,1,1,350000
Recanto do Salto,3,265,2,4,3950000
Parigot de Souza 2,3,70,2,1,290000
Jardim Tókio,3,197,3,3,645000
Jardim Agari,2,48,1,1,145000
Brasília,2,45,1,1,185000
Conjunto Semiramis Barros Braga,3,183,3,3,550000
Jardim Burle Marx,3,137,2,2,890000
Jardim Sumaré,4,220,3,5,1200000
Parque Residencial Joaquim Toledo Piza,4,300,3,4,750000
Jardim Novo Sabará,3,320,2,1,450000
Gleba Fazenda Palhano,3,87,1,2,928020
Gleba Fazenda Palhano,3,245,3,4,2250000
Brasília,4,182,3,2,310000
Brasília,2,59,1,1,267000
Brasília,3,120,4,2,400000
Colúmbia,3,90,2,2,380000
Terra Bonita,3,92,2,3,930000
Brasília,2,63,1,1,387000
Jardim Morumbi,2,65,1,2,345000
Parque Residencial Joaquim Toledo Piza,3,148,1,1,450000
Jardim Higienópolis,5,141,1,1,900000
Vivendas do Arvoredo,4,400,4,5,5250000
Gleba Fazenda Palhano,3,69,1,2,440000
Jardim Império do Sol,2,57,2,1,240000
Santa Rosa,3,87,2,2,800000
Parque Universidade,3,88,2,2,350000
Cláudia,4,300,4,5,2200000
Gleba Fazenda Palhano,2,47,1,2,185000
Andes,3,85,2,2,390000
Jardim Esperança,3,160,1,1,430000
Gleba Fazenda Palhano,3,108,2,3,995000
Gleba Fazenda Palhano,3,122,2,2,1350000
Gleba Fazenda Palhano,3,236,4,5,2500000
Gleba Fazenda Palhano,3,79,2,2,590000
Cidade Industrial 2,2,48,1,1,220000
Quebec,5,350,2,2,400000
Centro,3,106,2,4,650000
Santa Rosa,2,69,1,2,600000
Gleba Fazenda Palhano,3,71,1,1,330000
Amaro,3,110,5,2,600000
Terra Bonita,3,66,1,2,360000
Jardim São Jorge,4,283,4,5,3800000
Centro,2,81,1,1,388000
Loteamento Chamonix,3,85,2,2,440000
Santa Rosa,3,108,2,3,1280000
Centro,3,82,1,3,430000
Gleba Fazenda Palhano,3,181,2,5,2200000
Gleba Fazenda Palhano,3,81,1,2,660000
Centro,4,277,2,5,960000
Gleba Fazenda Palhano,3,114,2,3,1695000
Brasília,3,199,2,4,1400000
Aurora,2,50,1,1,445000
Brasília,3,86,1,3,350000
Terra Bonita,2,62,1,2,560000
Gleba Fazenda Palhano,2,120,2,2,1050000
Conjunto Habitacional Santiago II,3,120,2,1,430000
Bela Suiça,4,333,4,5,4500000
Jardim Europa,3,77,2,2,385000
Colinas,2,65,2,2,320000
Cidade Industrial 2,2,45,1,1,220000
Esperança,3,268,3,5,3690000
Brasília,3,89,2,2,954000
Guanabara,5,325,4,4,3250000
Loteamento Chamonix,3,142,2,4,680000
Gleba Fazenda Palhano,2,81,2,2,805000
Jardim do Lago,4,850,5,5,6500000
Conjunto Farid Libos,2,62,2,1,265000
Brasília,3,115,1,3,520000
Jardim Anaterra,3,75,1,1,270000
Brasília,3,300,4,5,2200000
Carnascialli,3,100,4,2,210000
Brasília,3,191,4,4,1166000
Santa Rosa,3,183,3,4,1900000
Residencial Santa Clara,2,50,1,1,100000
Cidade Industrial 2,2,40,1,1,240000
Jardim Morumbi,3,57,1,1,200000
Jardim Adriana II,3,70,1,2,179000
Santa Rosa,2,104,2,3,1300000
Jardim Palmas,3,126,2,1,235000
Gleba Fazenda Palhano,2,103,2,3,1250000
Bela Suiça,4,419,4,5,4700000
Jardim Aliança,3,105,2,2,330000
Industrial,5,202,5,2,532000
Parque Jamaica,2,51,1,1,260000
Jardim Maria Celina,2,47,1,1,115000
Recanto do Salto,4,319,2,5,3890000
Jardim Novo Sabará,3,101,2,3,385000
Heimtal,3,126,2,3,595000
Paraíso,2,48,1,1,160000
Caravelle,4,265,4,4,1200000
Vila Larsen 1,3,90,1,1,350000
Gleba Fazenda Palhano,2,54,1,1,400000
Vila Siam,2,70,1,2,550000
Jardim América,3,37,1,3,340000
Brasília,2,45,1,1,215000
Nova Olinda,2,48,1,1,190000
Jardim Nova Esperança,2,120,4,1,260000
Recanto do Salto,3,420,4,4,3900000
Centro,3,84,3,2,680000
Jardim do Leste,4,220,2,3,580000
Terra Bonita,3,66,1,2,365000
Bela Suiça,4,556,4,5,6699000
Gleba Fazenda Palhano,3,210,4,5,3750000
Conjunto Semiramis Barros Braga,2,62,1,1,180000
Gleba Simon Frazer,3,143,2,2,595000
Centro,3,86,2,2,850000
Newton Guimarães,3,150,4,2,400000
Parque Residencial Michael Licha,4,123,3,4,720000
Ouro Verde,2,45,1,1,210000
Santa Rosa,2,69,1,1,585000
Esperança,3,302,4,5,3500000
Andes,1,130,2,2,390000
Brasília,2,56,1,1,125000
Jardim Morumbi,2,41,1,1,170000
Centro,3,128,2,4,1380000
Centro,3,71,2,2,610000
Brasília,3,138,2,2,390000
Jardim Santa Cruz,3,57,1,1,135000
Jardim Belo Horizonte,3,404,4,1,600000
Terras de Santana II,3,280,2,5,1980000
Lago Parque,3,384,2,5,2450000
Terra Bonita,3,146,1,3,820000
Jardim Palmeiras,3,125,2,3,384680
Perobinha,2,47,1,1,90000
Gleba Fazenda Palhano,3,235,3,1,3300000
Vale dos Tucanos,3,75,1,2,469000
Brasília,3,100,3,2,350000
Gleba Fazenda Palhano,3,200,4,5,2350000
Brasília,3,124,2,2,1250000
Gleba Fazenda Palhano,3,84,1,2,680000
Igapó,3,76,1,1,250000
Vila Ipiranga,2,65,1,1,270000
Brasília,2,75,1,1,245000
Parque Jamaica,2,46,1,1,160000
Santa Mônica,3,164,2,3,550000
Jardim Nações Unidas,2,45,1,1,205000
Gleba Fazenda Palhano,3,108,2,3,1250000
Campo Belo,4,187,1,3,480000
Aurora,3,64,1,2,130000
Pacaembu,3,83,1,2,349000
Bela Suiça,3,115,2,3,1200000
Colúmbia,3,95,2,2,370000
Leonor,3,84,1,1,349590
Lindóia,3,230,5,2,630000
Jardim Pérola,3,115,2,2,650000
Brasília,3,140,3,3,1280000
Esperança,3,451,3,5,3500000
Centro,3,172,1,3,450000
Califórnia,3,240,1,1,800000
Ernani Moura Lima,3,99,3,2,550000
Coliseu,4,100,5,2,850000
Gleba Fazenda Palhano,2,51,1,1,395000
Brasília,3,135,4,3,650000
Guanabara,3,269,3,5,3380000
Centro,3,71,2,1,630000
Conjunto Residencial Marajoara,3,203,3,3,390000
Centro,1,23,1,1,235000
Centro,3,177,1,2,805000
Brasília,3,118,1,2,290000
Residencial Professora Madalena Cardoso,2,53,1,1,139800
Ouro Verde,2,47,1,1,165000
Jardim dos Estados,2,53,1,1,285000
Roseira,3,124,2,1,330000
Vitória,2,75,1,1,225000
Andrade,3,120,2,3,1295000
Paraíso,3,183,2,2,450000
Brasília,2,58,1,2,308000
Cafezal,2,250,3,1,240000
Jardim do Lago,4,212,2,5,1649000
Califórnia,3,151,1,1,250000
Jardim Novo Sabará,4,191,4,3,490000
Centro,1,58,1,2,345000
Quebec,5,460,4,5,3200000
Áurea,3,109,3,3,499000
Antares,3,65,1,2,250000
Jardim Morumbi,3,63,1,2,350000
Jardim Itatiaia 2,1,678,4,2,980000
Brasília,3,75,2,2,380000
Jardim Maria Luiza,2,41,1,1,165000
Conjunto Residencial Marajoara,2,45,1,1,165000
Gleba Fazenda Palhano,2,46,1,1,339550
Brasília,4,193,5,3,700000
Lago Parque,4,385,4,5,1300000
Gleba Simon Frazer,3,214,2,3,1690000
Jardim Colúmbia D,3,109,2,2,500000
Guanabara,3,269,4,5,3790000
Esperança,5,360,4,5,3000000
Parque Residencial Joaquim Toledo Piza,3,271,5,2,1065000
Jardim Nações Unidas,2,52,1,1,165000
Brasília,3,65,1,1,225000
Jardim do Sol,2,74,1,2,690000
Parque Residencial Alcântara,3,51,1,1,300000
Colúmbia,3,96,2,2,398000
Jardim Bandeirantes,3,62,1,2,160000
Centro,3,130,1,3,350000
Santa Rosa,5,370,3,5,2500000
Quebec,3,190,2,2,950000
Gleba Fazenda Palhano,1,52,1,2,585000
Monte Belo,3,105,2,2,670000
Centro,1,40,1,1,187000
Jardim Montecatini,3,75,2,1,390000
Conjunto Habitacional Doutor Farid Libos,2,48,1,1,190000
Centro,4,413,3,4,1550000
Conjunto Habitacional Maria Cecília Serrano de Oliveira,1,60,1,1,160000
Vivendas do Arvoredo,4,273,2,5,4200000
Brasília,2,89,2,2,850000
Cidade Industrial 2,2,45,1,1,270000
Gleba Fazenda Palhano,3,136,2,3,1280000
Centro,3,253,2,5,1600000
São Pedro,2,49,1,1,180000
Colina Verde,3,406,5,4,3100000
Conjunto Farid Libos,2,62,1,1,265000
Parque Industrial José Belinati,2,68,1,1,210000
Ouro Verde,2,45,1,1,160000
Guanabara,3,140,1,1,1625000
Jardim Alvorada,3,250,4,3,780000
Gleba Fazenda Palhano,2,75,2,2,740000
Parque Jamaica,3,66,1,2,295000
Jardim do Lago,3,217,2,5,1680000
Gleba Fazenda Palhano,3,142,2,3,1580000
Esperança,3,195,3,4,2000000
Esperança,4,627,5,5,5200000
Condomínio Vale do Arvoredo,4,305,2,4,2000000
Terra Bonita,3,65,1,2,370000
Brasília,3,55,1,1,162000
Dom Bosco,3,80,1,2,330000
Parque Jamaica,2,50,1,1,180000
Jardim Alvorada,3,250,2,1,390000
Esperança,3,300,4,5,3590000
Aeroporto,3,193,5,2,780000
Gleba Fazenda Palhano,2,103,2,3,1080000
Santa Mônica,3,150,3,3,470000
Condomínio Royal Golf Residence,4,731,5,5,15000000
Vivendas do Arvoredo,4,332,5,5,4500000
Parque Jamaica,3,249,4,4,1490000
Jardim Vale do Cedro,5,135,2,5,565000
Jardim das Américas,3,44,1,1,170000
Cidade Industrial 2,2,47,1,1,265000
Luiz de Sá,3,123,2,2,260000
Jardim Guaporé,4,210,2,3,890000
Jardim Portal dos Pioneiros,3,95,2,2,479150
Residencial Abussafe,3,86,1,2,351000
Centro,4,555,1,1,2500000
Alpes,3,170,2,3,400000
Conjunto Habitacional Doutor Farid Libos,2,44,1,1,215000
Santa Rosa,3,108,2,3,1280000
Colúmbia,3,134,2,3,450000
Armindo Guazzi,2,200,3,2,320000
Gleba Fazenda Palhano,3,114,2,3,1600000
Santa Rosa,3,103,2,2,1150000
Gleba Fazenda Palhano,3,186,3,5,3070000
Heimtal,3,90,2,1,535000
Jardim Santa Alice,2,90,3,1,418000
Rodocentro,2,48,1,1,150000
Gleba Fazenda Palhano,3,110,2,3,1060000
Jardim do Lago,3,217,2,5,1830000
Gleba Fazenda Palhano,2,45,1,1,270000
Conjunto Habitacional Alexandre Urbanas,4,207,1,2,1900000
Brasília,2,46,1,1,276000
Ouro Verde,3,200,2,1,280000
Bela Suiça,3,232,3,4,2750000
Bela Vista,3,77,1,2,369000
Conjunto Habitacional Alexandre Urbanas,3,143,3,2,1150000
Jardim Agari,3,65,1,1,170000
Brasília,2,52,2,2,295000
Conjunto Semiramis Barros Braga,3,200,3,3,550000
Brasília,2,1022,1,1,159000
Conjunto Habitacional Doutor Farid Libos,2,48,1,1,190000
Brasília,2,55,1,1,139000
Hedy,2,300,5,1,300000
Centro,1,57,1,1,270000
Esperança,4,350,4,5,3800000
Andes,3,70,2,1,290000
Brasília,3,97,1,2,430000
Dom Bosco,3,85,1,2,285000
Colúmbia,3,100,2,3,519110
Jardim Jóquei Club,2,47,1,1,245000
Colinas,2,108,1,1,250000
Colonial,4,469,4,5,4250000
Jardim Presidente,3,71,2,2,735000
Centro,3,90,2,4,540000
Jardim Belém,1,90,3,1,180000
Brasília,2,70,1,1,220000
Guanabara Parque Boulevard,3,89,2,2,899000
Cafezal,3,130,2,2,330000
Jardim Montecatini,3,145,4,3,1175000
Aurora,3,67,1,2,450000
Esperança,3,270,4,3,2500000
Portal de Versalhes 1,3,227,1,2,850000
Conjunto Habitacional Doutor Farid Libos,2,45,1,1,190000
Lindóia,2,197,2,2,450000
Brasília,4,122,2,4,1272000
Gleba Fazenda Palhano,3,230,2,3,2000000
Centro,2,57,1,2,453900
Gleba Simon Frazer,3,186,2,4,1349000
Jardim Tarumã,4,289,4,3,950000
Jardim Londrilar,3,91,1,1,250000
Aurora,3,64,1,2,155000
Gleba Fazenda Palhano,3,148,2,4,1800000
Jardim Strass,2,50,1,1,125000
Gleba Fazenda Palhano,3,130,2,3,1100000
Jardim Jóquei Club,2,45,1,1,210000
Gleba Fazenda Palhano,3,120,2,3,1050000
Gleba Fazenda Palhano,2,46,1,1,335000
Jardim Morumbi,3,236,4,4,1710000
Centro,3,92,2,4,600000
Vila Filipin,3,72,2,1,455000
Colúmbia,3,84,2,2,490000
Jardim Moema,2,65,1,1,245000
Vila Ziober,4,220,4,3,650000
Vitória,4,200,2,3,720000
Aurora,3,69,2,2,430000
Jardim Agari,3,220,2,2,610000
Jardim Morumbi,3,66,1,2,290000
Guanabara,4,130,2,4,1200000
Residencial Abussafe,3,84,1,1,437000
Centro,3,278,2,3,1200000
Coliseu,3,234,3,2,800000
Leonor,3,120,1,1,310000
Heimtal,3,161,2,4,1050000
Vivendas do Arvoredo,3,196,4,4,2650000
Igapó,2,69,1,2,215000
Centro,3,131,1,3,530000
Gleba Fazenda Palhano,2,62,1,2,650000
Jardim Higienópolis,1,45,1,1,240000
Gleba Fazenda Palhano,3,120,2,3,1100000
Vale dos Tucanos,2,118,1,1,315000
San Fernando,2,52,1,1,220000
Loteamento Chamonix,3,130,2,3,530000
Judith,3,84,1,2,650000
Brasília,3,167,1,3,510000
Taliana,2,47,1,1,170000
Gleba Fazenda Palhano,2,75,2,2,795000
Califórnia,3,123,2,3,755000
Jardim Adriana I,3,300,2,5,794810
Leonor,2,46,1,1,160000
Jardim Morumbi,2,47,1,1,260000
Guanabara,4,384,4,5,5980000
Centro,3,110,1,3,480000
Jardim Colúmbia D,2,90,2,2,410000
Gleba Fazenda Palhano,2,122,2,2,1290000
Jardim São Jorge,4,256,4,5,3600000
Centro,3,76,2,2,636000
Centro,3,164,3,5,1033000
Centro,3,81,1,2,330000
Santa Rita 3,3,160,2,3,450000
Carlota,3,119,2,1,230000
Gleba Fazenda Palhano,3,75,2,2,620000
Aurora,4,386,4,5,2000000
Esperança,3,215,3,4,2200000
Jardim Portal dos Pioneiros,3,95,1,1,480000
Jardim Agari,3,60,1,1,220000
Califórnia,3,181,4,3,750000
Jardim Império do Sol,3,182,2,4,490000
Santa Rita 1,3,171,2,2,450000
Califórnia,3,116,1,1,460000
Jardim Planalto,3,120,1,1,350000
Jardim Central Park,3,205,2,3,1389320
Esperança,2,41,1,1,114838
Vila Siam,3,69,1,2,620000
Vila Ipiranga,3,67,1,1,268000
Aurora,2,50,1,1,400000
Gleba Simon Frazer,4,290,3,3,800000
Cafezal,3,100,2,3,450000
Jardim Shangri-la A,3,168,1,1,1180000
Gleba Ribeirão Limeiro,2,48,1,1,170000
Gleba Fazenda Palhano,2,45,1,1,240000
Vila Nova,5,271,4,5,880000
Gleba Fazenda Palhano,3,79,1,2,570000
Conjunto Habitacional José Garcia Molina,3,55,1,1,197777
Conjunto Habitacional Doutor Farid Libos,2,43,1,1,199000
Recanto do Salto,3,318,4,5,4300000
Esperança,4,329,2,1,2700000
Conjunto Habitacional José Garcia Molina,2,80,2,1,350000
Jardim Vale Verde,3,80,1,2,269740
Vila Ipiranga,2,56,1,1,339900
Vivendas do Arvoredo,5,470,4,5,7500000
Recanto do Salto,3,420,4,5,3500000
Gleba Fazenda Palhano,3,114,2,1,1550000
Mediterrâneo,5,500,5,5,3500000
Gleba Fazenda Palhano,1,45,1,1,560000
Gleba Fazenda Palhano,2,44,1,1,250000
Jardim Montecatini,3,79,2,2,364350
Terras de Santana II,3,300,2,4,2700000
Champagnat,3,58,1,1,399900
Esperança,4,283,4,5,3200000
Centro,4,206,1,5,890000
Guanabara Parque Boulevard,3,81,1,2,698000
Jardim Nova Londrina,5,545,5,5,2099000
Centro,2,57,1,2,260000
Granville Parque Residencial,4,515,4,5,2150000
Brasília,1,33,1,1,138000
Caravelle,3,278,2,4,1200000
Vila Brasil,1,37,1,1,173000
Jardim Colúmbia D,3,120,2,3,470000
Vitória,2,71,2,1,680000
Jardim Tókio,2,75,1,2,230000
Recanto do Salto,3,265,2,5,2740000
Gleba Fazenda Palhano,3,181,2,5,2790000
Aurora,3,74,1,2,559000
Operária,3,78,1,2,550000
Brasília,3,117,2,2,650000
Centro,3,130,2,2,472000
Conjunto Café,3,100,2,3,600000
Brasília,3,119,3,2,468000
Aurora,2,64,1,3,550000
Gleba Fazenda Palhano,3,185,2,4,2115000
Veraliz,2,71,2,2,700000
Centro,3,71,1,2,550000
Paraíso,2,48,1,1,160000
Jardim Jerônimo Nogueira de Figueiredo,3,125,3,1,350000
Kennedy,3,342,2,2,1450000
Jardim Barra Forrest,3,80,2,2,310000
Centro,1,30,1,1,220000
Araxá,3,220,4,4,1200000
Colinas,2,54,1,1,180000
Cafezal,3,99,1,2,350000
Brasília,4,285,4,4,850000
